"E","tau","tp","nn","lib_column","target_column","lib_size","num_pred","rho","mae","rmse"
6,1,0,7,1,2,7,120,0.0257982877893265,0.853510251835956,1.07460669099703
6,1,0,7,1,2,7,120,-0.0907407571461075,0.840770136530965,1.09047410163671
6,1,0,7,1,2,7,120,-0.121302134571977,0.812940234513751,1.10081256682247
6,1,0,7,1,2,10,120,-0.0433710476101839,0.843465367685492,1.10260186347666
6,1,0,7,1,2,10,120,-0.0785411910245871,0.935207530969039,1.14872323108093
6,1,0,7,1,2,10,120,-0.0257777059138472,0.881250575021851,1.12345893100157
6,1,0,7,1,2,13,120,-0.0792411622350287,1.00115247160379,1.22058258230726
6,1,0,7,1,2,13,120,0.0440481209062576,0.7905819534476,1.09697457709794
6,1,0,7,1,2,13,120,-0.0332277663141494,0.842488462688935,1.11683223681261
6,1,0,7,1,2,16,120,-0.073030839842293,0.839914648813308,1.13298344309075
6,1,0,7,1,2,16,120,0.0873030259915318,0.853255993008862,1.14237204497887
6,1,0,7,1,2,16,120,-0.113767747491338,0.856768345288334,1.1463021464401
6,1,0,7,1,2,19,120,-0.117443612862612,0.85240811436461,1.13917603917385
6,1,0,7,1,2,19,120,-0.00765525961819641,0.948083963266903,1.21068141731556
6,1,0,7,1,2,19,120,-0.0312454456891825,1.03014778549852,1.30902526992636
6,1,0,7,1,2,22,120,-0.0414162564804789,0.913175958485667,1.18651945119625
6,1,0,7,1,2,22,120,-0.00256327314074696,0.938531250912469,1.18652837100821
6,1,0,7,1,2,22,120,-0.0644269051302838,0.84147924612061,1.16316976190809
6,1,0,7,1,2,25,120,-0.102559167158573,1.01856498482895,1.27984652229674
6,1,0,7,1,2,25,120,-0.07426341282555,0.879489347511879,1.1760195069457
6,1,0,7,1,2,25,120,-0.0780263128067006,0.964767458526934,1.21519615443108
6,1,0,7,1,2,28,120,-0.0293077741961603,0.885432983734906,1.16792700886622
6,1,0,7,1,2,28,120,-0.0905968431979929,0.905290147820417,1.15723519638722
6,1,0,7,1,2,28,120,-0.130654933313265,0.934051376062422,1.22988389490417
6,1,0,7,1,2,31,120,-0.147309282017457,0.914216533143711,1.19730658895443
6,1,0,7,1,2,31,120,0.0180586334607021,0.845457898134433,1.11620438662034
6,1,0,7,1,2,31,120,0.0186756167425913,0.858364111810973,1.09199517827087
6,1,0,7,1,2,34,120,-0.115347736272523,0.954817401234905,1.2224024355111
6,1,0,7,1,2,34,120,-0.158980435666608,0.929501297922569,1.2043015570573
6,1,0,7,1,2,34,120,-0.0372729022365124,0.915550946060355,1.19197732635073
6,1,0,7,1,2,37,120,-0.0555520898092115,0.873584304347136,1.15337477826506
6,1,0,7,1,2,37,120,0.0342393870230711,0.900460111436964,1.16469544451313
6,1,0,7,1,2,37,120,-0.0858917642613793,0.862741378876575,1.1670396382365
6,1,0,7,1,2,40,120,-0.0940120261676444,0.882215616014573,1.14094471885867
6,1,0,7,1,2,40,120,-0.111371562583146,0.865366146226521,1.17746642530117
6,1,0,7,1,2,40,120,-0.0200603355816559,0.922559119883163,1.18531996747316
6,1,0,7,1,2,43,120,-0.0634789074337666,0.868575119450444,1.18433350053442
6,1,0,7,1,2,43,120,0.0549624933196195,0.826393452918521,1.11344243784632
6,1,0,7,1,2,43,120,-0.0724053931149384,0.957381460682032,1.19556010118996
6,1,0,7,1,2,46,120,0.0133144201322689,0.936288380824323,1.21775270508605
6,1,0,7,1,2,46,120,-0.0222715501491677,0.840475030357254,1.13222244189103
6,1,0,7,1,2,46,120,-0.0334503806241452,0.926157729162072,1.18589122255575
6,1,0,7,1,2,49,120,-0.0500814847355738,0.882478528039537,1.19352941386172
6,1,0,7,1,2,49,120,-0.11946086535877,0.883296204452675,1.1832503823413
6,1,0,7,1,2,49,120,-0.0279362102347793,0.946856735725468,1.23837496661061
6,1,0,7,1,2,52,120,-0.00262445493254121,0.932163675662407,1.23763737149946
6,1,0,7,1,2,52,120,-0.0273547329951796,0.971430454232771,1.23845931970593
6,1,0,7,1,2,52,120,0.00981310719378052,0.880506026775409,1.2115241456192
6,1,0,7,1,2,55,120,-0.0689530337730939,0.940867326154406,1.21041384157983
6,1,0,7,1,2,55,120,-0.00194962988483721,0.870030924233859,1.1950029762628
6,1,0,7,1,2,55,120,-0.0623235384330341,0.840401731106728,1.15019354562334
6,1,0,7,1,2,58,120,-0.0541883749082979,0.949845052039837,1.21948410560921
6,1,0,7,1,2,58,120,0.0177048686311596,0.913272525456158,1.19082363305761
6,1,0,7,1,2,58,120,-0.114676824839992,0.875028944683077,1.2047276936169
6,1,0,7,1,2,61,120,-0.0740828180076803,0.914964826823712,1.22609017424763
6,1,0,7,1,2,61,120,-0.0187173463037762,0.893559121665345,1.20677959333042
6,1,0,7,1,2,61,120,-0.0903559582663223,0.915102850228076,1.20916805045926
6,1,0,7,1,2,64,120,0.0124703257237764,0.866926133877236,1.15130318942345
6,1,0,7,1,2,64,120,-0.133726902863424,0.960596009127134,1.25061197333918
6,1,0,7,1,2,64,120,0.023051573606877,0.925578178077036,1.21653850513791
6,1,0,7,1,2,67,120,-0.0364887032124612,0.903030033270673,1.20444159785913
6,1,0,7,1,2,67,120,0.00762979177497097,0.883189572525793,1.17791234104569
6,1,0,7,1,2,67,120,0.0673917697582209,0.877568190739091,1.13225715286274
6,1,0,7,1,2,70,120,0.0366424393010893,0.894638700047834,1.20009669767979
6,1,0,7,1,2,70,120,-0.0816767034406413,0.925182762728724,1.2481020157984
6,1,0,7,1,2,70,120,-0.0278526726162815,0.944052144387509,1.23961090638911
6,1,0,7,1,2,73,120,-0.067106033881432,0.888357559594496,1.19145996389512
6,1,0,7,1,2,73,120,-0.0771868627428435,0.958348242752406,1.25735902928738
6,1,0,7,1,2,73,120,-0.00189442898840864,0.841170170487503,1.13860161775399
6,1,0,7,1,2,76,120,-0.0147010845141984,0.894977051565722,1.2056789947359
6,1,0,7,1,2,76,120,0.0313285879973943,0.882321179071722,1.17231946911108
6,1,0,7,1,2,76,120,-0.0536625496731167,0.942391959885229,1.24824747666523
6,1,0,7,1,2,79,120,-0.00675288756431492,0.875657045525713,1.15838176642021
6,1,0,7,1,2,79,120,0.0635048668691404,0.87992318240837,1.17569051776073
6,1,0,7,1,2,79,120,-0.0588126839204064,0.963835720678721,1.25052122216391
6,1,0,7,1,2,82,120,0.0018768260058168,0.90149201818665,1.20644148902031
