"E","tau","tp","nn","lib_column","target_column","lib_size","num_pred","rho","mae","rmse"
4,1,0,5,1,2,5,168,-0.186418418543977,1.0393994026584,1.23063469797215
4,1,0,5,1,2,5,168,0.0104930340045815,0.832330594602071,1.04659068184341
4,1,0,5,1,2,5,168,0.108844533364537,0.908187400827783,1.0786010518777
4,1,0,5,1,2,5,168,0.0413601317952161,0.781094155742812,0.962363691414718
4,1,0,5,1,2,5,168,-0.157029172270678,0.954327832160788,1.14093441664181
4,1,0,5,1,2,5,168,0.187611737159742,0.732682197609705,0.925370862931975
4,1,0,5,1,2,5,168,0.00460705427483003,0.770746558656932,0.960090208223364
4,1,0,5,1,2,5,168,0.167755588477411,0.857375535633197,1.06953054202222
4,1,0,5,1,2,5,168,0.0457083403689965,0.781699031863515,0.957533336258928
4,1,0,5,1,2,5,168,0.0718749875447048,0.75826555843751,0.952446062387591
4,1,0,5,1,2,5,168,0.0817917003110622,0.777757141127538,0.95563698189044
4,1,0,5,1,2,5,168,-0.0648683484832155,0.813464479661177,1.01469244998649
4,1,0,5,1,2,5,168,0.125178630886956,0.859707998790858,1.07819544055683
4,1,0,5,1,2,5,168,0.321575953525985,0.822053744579915,0.987884059169284
4,1,0,5,1,2,5,168,0.0446254873349057,0.783280676972243,0.985617446080559
4,1,0,5,1,2,5,168,0.0354826339426444,0.773973251096728,0.956402344354168
4,1,0,5,1,2,5,168,-0.102911210968887,0.902438128979674,1.1324492758603
4,1,0,5,1,2,5,168,0.105555644082102,0.744027806201319,0.946109513567985
4,1,0,5,1,2,5,168,0.0858593431045804,0.909952621860163,1.13577625044941
4,1,0,5,1,2,5,168,-0.113959033078529,0.75315793836832,0.939582177360294
4,1,0,5,1,2,5,168,0.141771802096473,0.96912420933045,1.20603653986185
4,1,0,5,1,2,5,168,0.0961613670421801,0.780043694154128,0.996082499339025
4,1,0,5,1,2,5,168,-0.0611277242330492,0.929089655501245,1.11635937091025
4,1,0,5,1,2,5,168,-0.175780247451417,1.12433385951609,1.31056712574282
4,1,0,5,1,2,5,168,-0.122570847155136,0.816971050325116,0.982425113241969
4,1,0,5,1,2,5,168,-0.0772467553702355,0.76149192607321,0.97024873554338
4,1,0,5,1,2,5,168,-0.00328900166486442,0.892564054977241,1.10781208322837
4,1,0,5,1,2,5,168,0.0613682576581636,0.752683779300464,0.949122705594325
4,1,0,5,1,2,5,168,0.074863314688367,0.767995829755273,0.944030156120631
4,1,0,5,1,2,5,168,-0.0791579528695889,0.789612150224321,0.970756576165728
4,1,0,5,1,2,5,168,-0.0370247988233738,1.07724547969586,1.30025870153134
4,1,0,5,1,2,5,168,0.0310117563018015,0.815768068146408,0.985691645004667
4,1,0,5,1,2,5,168,0.18962125280754,1.1593595275463,1.35714212961248
4,1,0,5,1,2,5,168,-0.16781208604048,0.780457268374861,0.967027886677634
4,1,0,5,1,2,5,168,0.116016190526583,0.868800776205384,1.04673398165568
4,1,0,5,1,2,5,168,0.0531603635490051,0.787650355714486,0.99452830114577
4,1,0,5,1,2,5,168,0.171660190871777,0.734168634704291,0.921578565112654
4,1,0,5,1,2,5,168,0.0138272217960975,0.781315994387974,0.97302562919285
4,1,0,5,1,2,5,168,0.143506392235975,0.773486070038625,0.962966876066877
4,1,0,5,1,2,5,168,0.0791637160356218,0.839603716411858,0.992045470758709
4,1,0,5,1,2,5,168,0.152268616921913,0.801707861079883,0.97395736528889
4,1,0,5,1,2,5,168,0.172156835958186,0.785825823440069,0.982714420842016
4,1,0,5,1,2,5,168,0.0192712490034327,0.828968482879998,1.03425850096957
4,1,0,5,1,2,5,168,0.0796866175184129,1.04884629071027,1.27436105014482
4,1,0,5,1,2,5,168,0.12540906992957,0.76850695786367,0.954810509188073
4,1,0,5,1,2,5,168,-0.0910214325541247,0.844058318930545,1.06303342007913
4,1,0,5,1,2,5,168,0.0302795055639101,0.835446677800257,1.03090545012699
4,1,0,5,1,2,5,168,-0.0119299289975675,0.843486525221322,1.02211162377947
4,1,0,5,1,2,5,168,0.0568405684692759,1.04613972840442,1.24871436050901
4,1,0,5,1,2,5,168,-0.212951189830922,1.07920125248582,1.26450999483874
4,1,0,5,1,2,5,168,0.188362405638279,0.925094328429461,1.13923584917941
4,1,0,5,1,2,5,168,0.0748268781346957,0.82125618044076,1.00041646330468
4,1,0,5,1,2,5,168,0.180504864926038,0.766398458121324,0.930928810912315
4,1,0,5,1,2,5,168,0.201942561497574,0.87729443463873,1.08599607622786
4,1,0,5,1,2,5,168,-0.033013239406181,0.903728490033683,1.11070019079742
4,1,0,5,1,2,5,168,0.195618606230458,0.736294097620414,0.926911722242427
4,1,0,5,1,2,5,168,0.0887345806427152,0.842035168156927,1.04978546094378
4,1,0,5,1,2,5,168,0.234222483398329,0.743366707041159,0.914612818860277
4,1,0,5,1,2,5,168,-0.0963376709994944,1.35470381013595,1.59522124736878
4,1,0,5,1,2,5,168,-0.00220385184662829,0.989449416689604,1.21572138458752
4,1,0,5,1,2,5,168,0.133462043147609,0.831390637578442,1.03698986283626
4,1,0,5,1,2,5,168,0.11302574801172,0.916586406490532,1.09195388921543
4,1,0,5,1,2,5,168,-0.121110187931763,0.762599356685196,0.966482560753271
4,1,0,5,1,2,5,168,0.103614632499348,0.874384015065183,1.10148875993591
4,1,0,5,1,2,5,168,-0.00498096458386279,0.912698480593084,1.13942777011617
4,1,0,5,1,2,5,168,0.00127294413432684,1.07830606826815,1.266642495886
4,1,0,5,1,2,5,168,0.0477143560979502,0.998312473681017,1.21864241310039
4,1,0,5,1,2,5,168,0.0182109163859385,0.776929019564845,0.967207943407376
4,1,0,5,1,2,5,168,0.159545131867785,0.740909319146881,0.933424629667638
4,1,0,5,1,2,5,168,0.0147793651924396,1.04646469051567,1.2506522494079
4,1,0,5,1,2,5,168,0.0508904196762623,0.781620030058932,0.976912783237867
4,1,0,5,1,2,5,168,0.055248349704156,0.807626097628254,1.01196602811518
4,1,0,5,1,2,5,168,-0.218814489539042,0.835730294311019,1.05299771576863
4,1,0,5,1,2,5,168,0.0930336626988484,1.08181141847668,1.26372081291488
4,1,0,5,1,2,5,168,-0.0713605474723083,0.972842914563503,1.14184023428076
4,1,0,5,1,2,5,168,-0.102090844555516,0.938584535877602,1.1583564074306
4,1,0,5,1,2,5,168,0.10641824076682,0.795867878958729,0.975183390037649
4,1,0,5,1,2,5,168,-0.0249628095774372,0.768563381301702,0.94403820992814
4,1,0,5,1,2,5,168,-0.00262234640373155,0.935760216895627,1.10472568571397
4,1,0,5,1,2,5,168,0.028461089407868,0.833046766438145,1.05105906664142
4,1,0,5,1,2,5,168,0.0602011339203117,0.772119801791798,0.974695352667776
4,1,0,5,1,2,5,168,0.230046017056274,0.764659070890753,0.939261847369056
4,1,0,5,1,2,5,168,-0.117705282805124,0.803213256313557,1.00316188832477
4,1,0,5,1,2,5,168,0.00123279009422721,0.861701301394244,1.1100453676938
4,1,0,5,1,2,5,168,-0.084862805789004,0.874246131703459,1.10515914981411
4,1,0,5,1,2,5,168,0.08908000405668,0.782443775810697,0.976392034838066
4,1,0,5,1,2,5,168,0.18521008197392,0.771406753757481,0.954744277347444
4,1,0,5,1,2,5,168,0.0423257807060921,0.876477347468182,1.09245605150398
4,1,0,5,1,2,5,168,0.14883510751829,0.771921995376788,0.952837425602546
4,1,0,5,1,2,5,168,-0.00718805789583137,1.28352395945183,1.49789547024426
4,1,0,5,1,2,5,168,0.164258432596681,0.787189815396464,0.998783117407584
4,1,0,5,1,2,5,168,-0.0866878599881714,0.920562583244019,1.09172376064343
4,1,0,5,1,2,5,168,-0.231997147797128,1.46070024035415,1.70445620741508
4,1,0,5,1,2,5,168,0.0884350292314544,0.973755318167026,1.20500135264798
4,1,0,5,1,2,5,168,0.0985909238459625,0.811533699136685,1.01449531590886
4,1,0,5,1,2,5,168,0.0490564110053761,0.777367181258721,0.954133739349798
4,1,0,5,1,2,5,168,0.127145932521779,0.869786150606203,1.08557878864368
4,1,0,5,1,2,5,168,0.0493220478960279,0.960825021154169,1.17433737313255
4,1,0,5,1,2,5,168,0.157692379006981,0.749289492486995,0.949901577987774
4,1,0,5,1,2,5,168,-0.0875084956707018,0.806910289921793,1.02029040394725
4,1,0,5,1,2,5,168,0.0298121388284252,0.766074053545881,0.975237331434484
4,1,0,5,1,2,5,168,0.107024312933177,0.963361202684611,1.20341532040084
4,1,0,5,1,2,5,168,0.128563973271958,0.785285009620663,0.957776183249903
4,1,0,5,1,2,5,168,0.156634148335372,0.728311412169165,0.940746533829644
4,1,0,5,1,2,5,168,0.129424903657307,0.789632451442494,0.95050640987942
4,1,0,5,1,2,5,168,-0.115248632471122,0.820898264299053,1.03446919495458
4,1,0,5,1,2,5,168,-0.159165053081556,0.819246288181575,1.00668594652848
4,1,0,5,1,2,5,168,-0.0872076247795619,0.854518726924867,1.05215659066428
4,1,0,5,1,2,5,168,0.110403234489542,0.903325588786013,1.07912946731461
4,1,0,5,1,2,5,168,0.0438496001142358,0.788409553244928,0.989353092480407
4,1,0,5,1,2,5,168,0.245577916696443,0.726146975141656,0.906653032362613
4,1,0,5,1,2,5,168,0.132328015523186,0.738399137320317,0.945611063996996
4,1,0,5,1,2,5,168,-0.122360817642738,0.873057485697844,1.08762885380075
4,1,0,5,1,2,5,168,0.0572609140959459,0.855239541850314,1.07784965372273
4,1,0,5,1,2,5,168,0.181462120278489,1.03103385258576,1.25742714097442
4,1,0,5,1,2,5,168,0.0505945764778617,0.758727145211608,0.934781132826531
4,1,0,5,1,2,5,168,0.0418871726045557,0.798460049663951,1.01779978317372
4,1,0,5,1,2,5,168,0.149336124044911,0.779335168872999,0.960789203724071
4,1,0,5,1,2,5,168,0.193732271802829,0.765684223807927,0.939563878478147
4,1,0,5,1,2,5,168,0.136083491304642,0.8069535220764,0.995771524599015
4,1,0,5,1,2,5,168,-0.231297444340676,0.810987440515789,1.00850263846848
4,1,0,5,1,2,5,168,0.0724745602502341,1.07822556490835,1.31340617500486
4,1,0,5,1,2,5,168,-0.0112514198326322,0.795906482837688,0.995816398319565
4,1,0,5,1,2,5,168,0.132141629971581,0.880466337326101,1.0887840829296
4,1,0,5,1,2,5,168,0.196604855366281,0.78167935918214,0.987858821767346
4,1,0,5,1,2,5,168,0.157763527699787,0.734095058380187,0.935610681089052
4,1,0,5,1,2,5,168,0.0634008072118184,0.906232696048072,1.13193553840161
4,1,0,5,1,2,5,168,0.0289137606150488,0.766866492889766,0.966417660325856
4,1,0,5,1,2,5,168,0.201596914558208,0.911841137174022,1.13079600882972
4,1,0,5,1,2,5,168,0.1549760655122,0.745161393619224,0.93773450376238
4,1,0,5,1,2,5,168,0.151010338163353,0.886251202333742,1.06030754381998
4,1,0,5,1,2,5,168,0.0554115994832435,0.843081128851176,1.0367606068228
4,1,0,5,1,2,5,168,0.206095516875728,0.751687725654229,0.94536505371424
4,1,0,5,1,2,5,168,0.169806793105892,0.77083118092239,0.950727419665551
4,1,0,5,1,2,5,168,0.151309405878994,0.785602731742152,0.989394908926237
4,1,0,5,1,2,5,168,0.208571371832478,0.723082652203182,0.918794246819079
