"Week","Year_Tank","Abundance","scAbundance","Recipient"
8,"2018_Fipro2",192.592592592593,0.849583504431914,"Mp1"
10,"2018_Fipro2",199.074074074074,0.949317754192803,"Mp1"
12,"2018_Fipro2",191.666666666667,0.835335754466072,"Mp1"
14,"2018_Fipro2",213.888888888889,1.17728175364627,"Mp1"
16,"2018_Fipro2",203.703703703704,1.02055650402201,"Mp1"
18,"2018_Fipro2",193.518518518519,0.863831254397755,"Mp1"
20,"2018_Fipro2",184.259259259259,0.721353754739341,"Mp1"
NA,"2018_Fipro2",NA,NA,"Mp1"
2,"2018_Pent1",20.3703703703704,-1.80049798921459,"Mp1"
4,"2018_Pent1",23.1481481481481,-1.75775473931706,"Mp1"
6,"2018_Pent1",66.6666666666667,-1.08811049092252,"Mp1"
8,"2018_Pent1",77.7777777777778,-0.917137491332421,"Mp1"
10,"2018_Pent1",89.8148148148148,-0.731916741776482,"Mp1"
12,"2018_Pent1",71.2962962962963,-1.01687174109331,"Mp1"
14,"2018_Pent1",98.1481481481482,-0.60368699208391,"Mp1"
16,"2018_Pent1",94.4444444444444,-0.660677991947276,"Mp1"
18,"2018_Pent1",100,-0.575191492152227,"Mp1"
20,"2018_Pent1",75.9259259259259,-0.945632991264103,"Mp1"
NA,"2018_Pent1",NA,NA,"Mp1"
2,"2018_Pent2",34.2592592592593,-1.58678173972697,"Mp1"
4,"2018_Pent2",50.9259259259259,-1.33032224034182,"Mp1"
6,"2018_Pent2",100.925925925926,-0.560943742186386,"Mp1"
8,"2018_Pent2",119.444444444444,-0.275988742869558,"Mp1"
10,"2018_Pent2",144.444444444444,0.10870050620816,"Mp1"
12,"2018_Pent2",127.777777777778,-0.147758993176984,"Mp1"
14,"2018_Pent2",139.814814814815,0.0374617563789531,"Mp1"
16,"2018_Pent2",132.407407407407,-0.0765202433477783,"Mp1"
18,"2018_Pent2",119.444444444444,-0.275988742869558,"Mp1"
20,"2018_Pent2",131.481481481481,-0.0907679933136188,"Mp1"
NA,"2018_Pent2",NA,NA,"Mp1"
2,"2018_Joint1",7.40740740740741,-1.99996648873637,"Mp1"
4,"2018_Joint1",30.5555555555556,-1.64377273959033,"Mp1"
6,"2018_Joint1",83.3333333333333,-0.831650991537372,"Mp1"
8,"2018_Joint1",94.4444444444444,-0.660677991947276,"Mp1"
10,"2018_Joint1",98.1481481481481,-0.60368699208391,"Mp1"
12,"2018_Joint1",99.0740740740741,-0.589439242118068,"Mp1"
14,"2018_Joint1",98.1481481481481,-0.60368699208391,"Mp1"
16,"2018_Joint1",102.777777777778,-0.532448242254703,"Mp1"
18,"2018_Joint1",110.185185185185,-0.418466242527971,"Mp1"
20,"2018_Joint1",96.2962962962963,-0.632182492015593,"Mp1"
NA,"2018_Joint1",NA,NA,"Mp1"
2,"2018_Joint2",5.55555555555556,-2.02846198866805,"Mp1"
4,"2018_Joint2",12.962962962963,-1.91447998894132,"Mp1"
6,"2018_Joint2",39.8148148148148,-1.50129523993192,"Mp1"
8,"2018_Joint2",47.2222222222222,-1.38731324020519,"Mp1"
10,"2018_Joint2",53.7037037037037,-1.2875789904443,"Mp1"
12,"2018_Joint2",53.7037037037037,-1.2875789904443,"Mp1"
14,"2018_Joint2",61.1111111111111,-1.17359699071757,"Mp1"
16,"2018_Joint2",62.037037037037,-1.15934924075172,"Mp1"
18,"2018_Joint2",51.8518518518518,-1.31607449037598,"Mp1"
20,"2018_Joint2",55.5555555555555,-1.25908349051261,"Mp1"
NA,"2018_Joint2",NA,NA,"Mp1"
2,"2019_Cont1",NA,NA,"Mp1"
4,"2019_Cont1",250,1.73294400231408,"Mp1"
6,"2019_Cont1",262.037037037037,1.91816475187002,"Mp1"
8,"2019_Cont1",288.888888888889,2.33134950087942,"Mp1"
10,"2019_Cont1",254.62962962963,1.80418275214329,"Mp1"
12,"2019_Cont1",243.518518518519,1.63320975255319,"Mp1"
14,"2019_Cont1",212.962962962963,1.16303400368042,"Mp1"
16,"2019_Cont1",189.814814814815,0.80684025453439,"Mp1"
18,"2019_Cont1",174.074074074074,0.564628505115086,"Mp1"
20,"2019_Cont1",153.703703703704,0.251178005866575,"Mp1"
NA,"2019_Cont1",NA,NA,"Mp1"
2,"2019_Cont2",NA,NA,"Mp1"
4,"2019_Cont2",243.518518518519,1.63320975255319,"Mp1"
6,"2019_Cont2",262.962962962963,1.93241250183586,"Mp1"
8,"2019_Cont2",269.444444444444,2.03214675159675,"Mp1"
10,"2019_Cont2",250,1.73294400231408,"Mp1"
12,"2019_Cont2",226.851851851852,1.37675025316805,"Mp1"
14,"2019_Cont2",189.814814814815,0.80684025453439,"Mp1"
16,"2019_Cont2",135.185185185185,-0.0337769934502533,"Mp1"
18,"2019_Cont2",128.703703703704,-0.133511243211143,"Mp1"
20,"2019_Cont2",122.222222222222,-0.233245492972034,"Mp1"
NA,"2019_Cont2",NA,NA,"Mp1"
2,"2019_Fipro1",NA,NA,"Mp1"
4,"2019_Fipro1",225,1.34825475323636,"Mp1"
6,"2019_Fipro1",230.555555555556,1.43374125303141,"Mp1"
8,"2019_Fipro1",296.296296296296,2.44533150060615,"Mp1"
10,"2019_Fipro1",297.222222222222,2.45957925057199,"Mp1"
12,"2019_Fipro1",286.111111111111,2.2886062509819,"Mp1"
14,"2019_Fipro1",237.037037037037,1.5334755027923,"Mp1"
16,"2019_Fipro1",202.777777777778,1.00630875405617,"Mp1"
18,"2019_Fipro1",208.333333333333,1.09179525385122,"Mp1"
20,"2019_Fipro1",195.37037037037,0.892326754329437,"Mp1"
NA,"2019_Fipro1",NA,NA,"Mp1"
2,"2019_Fipro2",NA,NA,"Mp1"
4,"2019_Fipro2",119.444444444444,-0.275988742869558,"Mp1"
6,"2019_Fipro2",164.814814814815,0.422151005456672,"Mp1"
8,"2019_Fipro2",188.888888888889,0.792592504568548,"Mp1"
10,"2019_Fipro2",162.037037037037,0.379407755559147,"Mp1"
12,"2019_Fipro2",130.555555555556,-0.105015743279461,"Mp1"
14,"2019_Fipro2",115.740740740741,-0.332979742732924,"Mp1"
16,"2019_Fipro2",103.703703703704,-0.518200492288861,"Mp1"
18,"2019_Fipro2",99.0740740740741,-0.589439242118068,"Mp1"
20,"2019_Fipro2",103.703703703704,-0.518200492288862,"Mp1"
NA,"2019_Fipro2",NA,NA,"Mp1"
2,"2019_Pent1",NA,NA,"Mp1"
4,"2019_Pent1",179.62962962963,0.650115004910134,"Mp1"
6,"2019_Pent1",191.666666666667,0.835335754466073,"Mp1"
8,"2019_Pent1",244.444444444444,1.64745750251903,"Mp1"
10,"2019_Pent1",239.814814814815,1.57621875268983,"Mp1"
12,"2019_Pent1",228.703703703704,1.40524575309973,"Mp1"
14,"2019_Pent1",160.185185185185,0.350912255627464,"Mp1"
16,"2019_Pent1",161.111111111111,0.365160005593306,"Mp1"
18,"2019_Pent1",140.740740740741,0.051709506344795,"Mp1"
20,"2019_Pent1",158.333333333333,0.322416755695781,"Mp1"
NA,"2019_Pent1",NA,NA,"Mp1"
2,"2019_Pent2",NA,NA,"Mp1"
4,"2019_Pent2",78.7037037037037,-0.90288974136658,"Mp1"
6,"2019_Pent2",144.444444444444,0.108700506208161,"Mp1"
8,"2019_Pent2",172.222222222222,0.536133005183403,"Mp1"
10,"2019_Pent2",137.037037037037,-0.00528149351857011,"Mp1"
12,"2019_Pent2",106.481481481481,-0.475457242391337,"Mp1"
14,"2019_Pent2",114.814814814815,-0.347227492698765,"Mp1"
16,"2019_Pent2",105.555555555556,-0.489704992357178,"Mp1"
18,"2019_Pent2",87.962962962963,-0.760412241708165,"Mp1"
20,"2019_Pent2",80.5555555555556,-0.874394241434896,"Mp1"
NA,"2019_Pent2",NA,NA,"Mp1"
2,"2019_Joint1",NA,NA,"Mp1"
4,"2019_Joint1",160.185185185185,0.350912255627464,"Mp1"
6,"2019_Joint1",187.037037037037,0.764097004636865,"Mp1"
8,"2019_Joint1",212.962962962963,1.16303400368042,"Mp1"
10,"2019_Joint1",225,1.34825475323636,"Mp1"
12,"2019_Joint1",216.666666666667,1.22002500354379,"Mp1"
14,"2019_Joint1",201.851851851852,0.992061004090326,"Mp1"
16,"2019_Joint1",187.037037037037,0.764097004636865,"Mp1"
18,"2019_Joint1",147.222222222222,0.151443756105685,"Mp1"
20,"2019_Joint1",136.111111111111,-0.0195292434844124,"Mp1"
NA,"2019_Joint1",NA,NA,"Mp1"
2,"2019_Joint2",NA,NA,"Mp1"
4,"2019_Joint2",31.4814814814815,-1.62952498962449,"Mp1"
6,"2019_Joint2",58.3333333333333,-1.21634024061509,"Mp1"
8,"2019_Joint2",70.3703703703703,-1.03111949105915,"Mp1"
10,"2019_Joint2",88.8888888888889,-0.746164491742324,"Mp1"
12,"2019_Joint2",68.5185185185185,-1.05961499099083,"Mp1"
14,"2019_Joint2",70.3703703703704,-1.03111949105915,"Mp1"
16,"2019_Joint2",61.1111111111111,-1.17359699071757,"Mp1"
18,"2019_Joint2",74.0740740740741,-0.974128491195786,"Mp1"
20,"2019_Joint2",81.4814814814815,-0.860146491469055,"Mp1"
NA,"2019_Joint2",NA,NA,"Mp1"
2,"2017_Cont1",60,1.26758682079475,"Det1"
4,"2017_Cont1",17,0.365847624926749,"Det1"
6,"2017_Cont1",25,0.637532405989833,"Det1"
8,"2017_Cont1",3,-0.745404486246822,"Det1"
10,"2017_Cont1",5,-0.445836153953455,"Det1"
12,"2017_Cont1",8,-0.146267821660087,"Det1"
14,"2017_Cont1",24,0.608555107091032,"Det1"
16,"2017_Cont1",36,0.898206157391871,"Det1"
18,"2017_Cont1",13,0.180169886803624,"Det1"
20,"2017_Cont1",13,0.180169886803624,"Det1"
NA,"2017_Cont1",NA,NA,"Det1"
2,"2017_Cont2",49,1.12067055367787,"Det1"
4,"2017_Cont2",28,0.718211727409625,"Det1"
6,"2017_Cont2",16,0.323617478933521,"Det1"
8,"2017_Cont2",18,0.405793916195176,"Det1"
10,"2017_Cont2",13,0.180169886803624,"Det1"
12,"2017_Cont2",12,0.125416959402997,"Det1"
14,"2017_Cont2",15,0.27882640692685,"Det1"
16,"2017_Cont2",30,0.767485076552136,"Det1"
18,"2017_Cont2",44,1.04282742159568,"Det1"
20,"2017_Cont2",27,0.69228533339046,"Det1"
NA,"2017_Cont2",NA,NA,"Det1"
2,"2017_Fipro1",4,-0.580540136164731,"Det1"
4,"2017_Fipro1",5,-0.445836153953455,"Det1"
6,"2017_Fipro1",16,0.323617478933521,"Det1"
8,"2017_Fipro1",43,1.02622388206824,"Det1"
10,"2017_Fipro1",5,-0.445836153953455,"Det1"
12,"2017_Fipro1",4,-0.580540136164731,"Det1"
14,"2017_Fipro1",6,-0.331945559783212,"Det1"
16,"2017_Fipro1",4,-0.580540136164731,"Det1"
18,"2017_Fipro1",2,-0.95795160054029,"Det1"
20,"2017_Fipro1",0,-1.76963537942049,"Det1"
NA,"2017_Fipro1",NA,NA,"Det1"
2,"2017_Fipro2",25,0.637532405989833,"Det1"
4,"2017_Fipro2",29,0.743259089302308,"Det1"
6,"2017_Fipro2",15,0.27882640692685,"Det1"
8,"2017_Fipro2",2,-0.95795160054029,"Det1"
10,"2017_Fipro2",4,-0.580540136164731,"Det1"
12,"2017_Fipro2",14,0.231143642715472,"Det1"
14,"2017_Fipro2",8,-0.146267821660087,"Det1"
16,"2017_Fipro2",23,0.578394739220217,"Det1"
18,"2017_Fipro2",5,-0.445836153953455,"Det1"
20,"2017_Fipro2",0,-1.76963537942049,"Det1"
NA,"2017_Fipro2",NA,NA,"Det1"
2,"2017_Pent1",43,1.02622388206824,"Det1"
4,"2017_Pent1",13,0.180169886803624,"Det1"
6,"2017_Pent1",7,-0.233289039659986,"Det1"
8,"2017_Pent1",6,-0.331945559783212,"Det1"
10,"2017_Pent1",2,-0.95795160054029,"Det1"
12,"2017_Pent1",19,0.443690757008941,"Det1"
14,"2017_Pent1",7,-0.233289039659986,"Det1"
16,"2017_Pent1",17,0.365847624926749,"Det1"
18,"2017_Pent1",30,0.767485076552136,"Det1"
20,"2017_Pent1",31,0.790941853513686,"Det1"
NA,"2017_Pent1",NA,NA,"Det1"
2,"2017_Pent2",48,1.10574425985407,"Det1"
4,"2017_Pent2",75,1.43002480936885,"Det1"
6,"2017_Pent2",42,1.00923861873218,"Det1"
8,"2017_Pent2",0,-1.76963537942049,"Det1"
10,"2017_Pent2",5,-0.445836153953455,"Det1"
12,"2017_Pent2",35,0.877963071513585,"Det1"
14,"2017_Pent2",20,0.479738219096991,"Det1"
16,"2017_Pent2",31,0.790941853513686,"Det1"
18,"2017_Pent2",16,0.323617478933521,"Det1"
20,"2017_Pent2",6,-0.331945559783212,"Det1"
NA,"2017_Pent2",NA,NA,"Det1"
2,"2017_Joint1",30,0.767485076552136,"Det1"
4,"2017_Joint1",13,0.180169886803624,"Det1"
6,"2017_Joint1",14,0.231143642715472,"Det1"
8,"2017_Joint1",11,0.0662792926333815,"Det1"
10,"2017_Joint1",31,0.790941853513686,"Det1"
12,"2017_Joint1",28,0.718211727409625,"Det1"
14,"2017_Joint1",28,0.718211727409625,"Det1"
16,"2017_Joint1",44,1.04282742159568,"Det1"
18,"2017_Joint1",24,0.608555107091032,"Det1"
20,"2017_Joint1",18,0.405793916195176,"Det1"
NA,"2017_Joint1",NA,NA,"Det1"
2,"2017_Joint2",43,1.02622388206824,"Det1"
4,"2017_Joint2",56,1.21747769507538,"Det1"
6,"2017_Joint2",97,1.61785970644091,"Det1"
8,"2017_Joint2",52,1.16372116218201,"Det1"
10,"2017_Joint2",17,0.365847624926749,"Det1"
12,"2017_Joint2",4,-0.580540136164731,"Det1"
14,"2017_Joint2",9,-0.0684246895778948,"Det1"
16,"2017_Joint2",9,-0.0684246895778948,"Det1"
18,"2017_Joint2",31,0.790941853513686,"Det1"
20,"2017_Joint2",8,-0.146267821660087,"Det1"
NA,"2017_Joint2",NA,NA,"Det1"
2,"2018_Cont1",30,0.767485076552136,"Det1"
4,"2018_Cont1",0,-1.76963537942049,"Det1"
6,"2018_Cont1",5,-0.445836153953455,"Det1"
8,"2018_Cont1",10,0.00199298889456666,"Det1"
10,"2018_Cont1",9,-0.0684246895778948,"Det1"
12,"2018_Cont1",2,-0.95795160054029,"Det1"
14,"2018_Cont1",11,0.0662792926333815,"Det1"
16,"2018_Cont1",0,-1.76963537942049,"Det1"
18,"2018_Cont1",1,-1.25751993283366,"Det1"
20,"2018_Cont1",8,-0.146267821660087,"Det1"
NA,"2018_Cont1",NA,NA,"Det1"
2,"2018_Cont2",77,1.44921618487004,"Det1"
4,"2018_Cont2",3,-0.745404486246822,"Det1"
6,"2018_Cont2",22,0.546950571868865,"Det1"
8,"2018_Cont2",16,0.323617478933521,"Det1"
10,"2018_Cont2",6,-0.331945559783212,"Det1"
12,"2018_Cont2",4,-0.580540136164731,"Det1"
14,"2018_Cont2",39,0.955806203595777,"Det1"
16,"2018_Cont2",32,0.81367676777477,"Det1"
18,"2018_Cont2",13,0.180169886803624,"Det1"
20,"2018_Cont2",22,0.546950571868865,"Det1"
NA,"2018_Cont2",NA,NA,"Det1"
2,"2018_Fipro1",77,1.44921618487004,"Det1"
4,"2018_Fipro1",0,-1.76963537942049,"Det1"
6,"2018_Fipro1",0,-1.76963537942049,"Det1"
8,"2018_Fipro1",17,0.365847624926749,"Det1"
10,"2018_Fipro1",13,0.180169886803624,"Det1"
12,"2018_Fipro1",1,-1.25751993283366,"Det1"
14,"2018_Fipro1",6,-0.331945559783212,"Det1"
16,"2018_Fipro1",3,-0.745404486246822,"Det1"
18,"2018_Fipro1",4,-0.580540136164731,"Det1"
20,"2018_Fipro1",1,-1.25751993283366,"Det1"
NA,"2018_Fipro1",NA,NA,"Det1"
2,"2018_Fipro2",3,-0.745404486246822,"Det1"
4,"2018_Fipro2",0,-1.76963537942049,"Det1"
6,"2018_Fipro2",38,0.9371007382832,"Det1"
8,"2018_Fipro2",2,-0.95795160054029,"Det1"
10,"2018_Fipro2",2,-0.95795160054029,"Det1"
12,"2018_Fipro2",3,-0.745404486246822,"Det1"
14,"2018_Fipro2",20,0.479738219096991,"Det1"
16,"2018_Fipro2",6,-0.331945559783212,"Det1"
18,"2018_Fipro2",14,0.231143642715472,"Det1"
20,"2018_Fipro2",8,-0.146267821660087,"Det1"
NA,"2018_Fipro2",NA,NA,"Det1"
2,"2018_Pent1",211,2.18795205535568,"Det1"
4,"2018_Pent1",0,-1.76963537942049,"Det1"
6,"2018_Pent1",16,0.323617478933521,"Det1"
8,"2018_Pent1",28,0.718211727409625,"Det1"
10,"2018_Pent1",10,0.00199298889456666,"Det1"
12,"2018_Pent1",30,0.767485076552136,"Det1"
14,"2018_Pent1",82,1.49512078597243,"Det1"
16,"2018_Pent1",21,0.514108435481403,"Det1"
18,"2018_Pent1",31,0.790941853513686,"Det1"
20,"2018_Pent1",11,0.0662792926333815,"Det1"
NA,"2018_Pent1",NA,NA,"Det1"
2,"2018_Pent2",94,1.59488915945094,"Det1"
4,"2018_Pent2",5,-0.445836153953455,"Det1"
6,"2018_Pent2",33,0.835732925520357,"Det1"
8,"2018_Pent2",25,0.637532405989833,"Det1"
10,"2018_Pent2",8,-0.146267821660087,"Det1"
12,"2018_Pent2",89,1.55494286818251,"Det1"
14,"2018_Pent2",85,1.52135406531901,"Det1"
16,"2018_Pent2",43,1.02622388206824,"Det1"
18,"2018_Pent2",44,1.04282742159568,"Det1"
20,"2018_Pent2",16,0.323617478933521,"Det1"
NA,"2018_Pent2",NA,NA,"Det1"
2,"2018_Joint1",0,-1.76963537942049,"Det1"
4,"2018_Joint1",0,-1.76963537942049,"Det1"
6,"2018_Joint1",1,-1.25751993283366,"Det1"
8,"2018_Joint1",7,-0.233289039659986,"Det1"
10,"2018_Joint1",2,-0.95795160054029,"Det1"
12,"2018_Joint1",0,-1.76963537942049,"Det1"
14,"2018_Joint1",56,1.21747769507538,"Det1"
16,"2018_Joint1",37,0.917909362782012,"Det1"
18,"2018_Joint1",30,0.767485076552136,"Det1"
20,"2018_Joint1",6,-0.331945559783212,"Det1"
NA,"2018_Joint1",NA,NA,"Det1"
2,"2018_Joint2",19,0.443690757008941,"Det1"
4,"2018_Joint2",0,-1.76963537942049,"Det1"
6,"2018_Joint2",56,1.21747769507538,"Det1"
8,"2018_Joint2",7,-0.233289039659986,"Det1"
10,"2018_Joint2",3,-0.745404486246822,"Det1"
12,"2018_Joint2",10,0.00199298889456666,"Det1"
14,"2018_Joint2",53,1.17753140380695,"Det1"
16,"2018_Joint2",77,1.44921618487004,"Det1"
18,"2018_Joint2",84,1.51271272218928,"Det1"
20,"2018_Joint2",15,0.27882640692685,"Det1"
NA,"2018_Joint2",NA,NA,"Det1"
2,"2019_Cont1",33,0.835732925520357,"Det1"
4,"2019_Cont1",92,1.57916885543234,"Det1"
6,"2019_Cont1",0,-1.76963537942049,"Det1"
8,"2019_Cont1",0,-1.76963537942049,"Det1"
10,"2019_Cont1",8,-0.146267821660087,"Det1"
12,"2019_Cont1",8,-0.146267821660087,"Det1"
14,"2019_Cont1",6,-0.331945559783212,"Det1"
16,"2019_Cont1",2,-0.95795160054029,"Det1"
18,"2019_Cont1",11,0.0662792926333815,"Det1"
20,"2019_Cont1",5,-0.445836153953455,"Det1"
NA,"2019_Cont1",NA,NA,"Det1"
2,"2019_Cont2",74,1.42023888597123,"Det1"
4,"2019_Cont2",149,1.93235433255807,"Det1"
6,"2019_Cont2",0,-1.76963537942049,"Det1"
8,"2019_Cont2",0,-1.76963537942049,"Det1"
10,"2019_Cont2",13,0.180169886803624,"Det1"
12,"2019_Cont2",7,-0.233289039659986,"Det1"
14,"2019_Cont2",5,-0.445836153953455,"Det1"
16,"2019_Cont2",4,-0.580540136164731,"Det1"
18,"2019_Cont2",4,-0.580540136164731,"Det1"
20,"2019_Cont2",1,-1.25751993283366,"Det1"
NA,"2019_Cont2",NA,NA,"Det1"
2,"2019_Fipro1",12,0.125416959402997,"Det1"
4,"2019_Fipro1",5,-0.445836153953455,"Det1"
6,"2019_Fipro1",0,-1.76963537942049,"Det1"
8,"2019_Fipro1",1,-1.25751993283366,"Det1"
10,"2019_Fipro1",16,0.323617478933521,"Det1"
12,"2019_Fipro1",6,-0.331945559783212,"Det1"
14,"2019_Fipro1",22,0.546950571868865,"Det1"
16,"2019_Fipro1",15,0.27882640692685,"Det1"
18,"2019_Fipro1",6,-0.331945559783212,"Det1"
20,"2019_Fipro1",4,-0.580540136164731,"Det1"
NA,"2019_Fipro1",NA,NA,"Det1"
2,"2019_Fipro2",109,1.70320367873717,"Det1"
4,"2019_Fipro2",51,1.14964785257667,"Det1"
6,"2019_Fipro2",0,-1.76963537942049,"Det1"
8,"2019_Fipro2",0,-1.76963537942049,"Det1"
10,"2019_Fipro2",1,-1.25751993283366,"Det1"
12,"2019_Fipro2",1,-1.25751993283366,"Det1"
14,"2019_Fipro2",0,-1.76963537942049,"Det1"
16,"2019_Fipro2",3,-0.745404486246822,"Det1"
18,"2019_Fipro2",14,0.231143642715472,"Det1"
20,"2019_Fipro2",17,0.365847624926749,"Det1"
NA,"2019_Fipro2",NA,NA,"Det1"
2,"2019_Pent1",10,0.00199298889456666,"Det1"
4,"2019_Pent1",5,-0.445836153953455,"Det1"
6,"2019_Pent1",0,-1.76963537942049,"Det1"
8,"2019_Pent1",0,-1.76963537942049,"Det1"
10,"2019_Pent1",0,-1.76963537942049,"Det1"
12,"2019_Pent1",20,0.479738219096991,"Det1"
14,"2019_Pent1",7,-0.233289039659986,"Det1"
16,"2019_Pent1",1,-1.25751993283366,"Det1"
18,"2019_Pent1",1,-1.25751993283366,"Det1"
20,"2019_Pent1",2,-0.95795160054029,"Det1"
NA,"2019_Pent1",NA,NA,"Det1"
2,"2019_Pent2",148,1.92741233142161,"Det1"
4,"2019_Pent2",56,1.21747769507538,"Det1"
6,"2019_Pent2",0,-1.76963537942049,"Det1"
8,"2019_Pent2",0,-1.76963537942049,"Det1"
10,"2019_Pent2",20,0.479738219096991,"Det1"
12,"2019_Pent2",25,0.637532405989833,"Det1"
14,"2019_Pent2",19,0.443690757008941,"Det1"
16,"2019_Pent2",13,0.180169886803624,"Det1"
18,"2019_Pent2",23,0.578394739220217,"Det1"
20,"2019_Pent2",47,1.09051018580705,"Det1"
NA,"2019_Pent2",NA,NA,"Det1"
2,"2019_Joint1",4,-0.580540136164731,"Det1"
4,"2019_Joint1",2,-0.95795160054029,"Det1"
6,"2019_Joint1",0,-1.76963537942049,"Det1"
8,"2019_Joint1",0,-1.76963537942049,"Det1"
10,"2019_Joint1",26,0.665415957220116,"Det1"
12,"2019_Joint1",35,0.877963071513585,"Det1"
14,"2019_Joint1",71,1.39007851810042,"Det1"
16,"2019_Joint1",12,0.125416959402997,"Det1"
18,"2019_Joint1",20,0.479738219096991,"Det1"
20,"2019_Joint1",1,-1.25751993283366,"Det1"
NA,"2019_Joint1",NA,NA,"Det1"
2,"2019_Joint2",268,2.36388517298903,"Det1"
4,"2019_Joint2",112,1.7230836157189,"Det1"
6,"2019_Joint2",0,-1.76963537942049,"Det1"
8,"2019_Joint2",0,-1.76963537942049,"Det1"
10,"2019_Joint2",26,0.665415957220116,"Det1"
12,"2019_Joint2",47,1.09051018580705,"Det1"
14,"2019_Joint2",26,0.665415957220116,"Det1"
16,"2019_Joint2",55,1.2044007799773,"Det1"
18,"2019_Joint2",32,0.81367676777477,"Det1"
20,"2019_Joint2",26,0.665415957220116,"Det1"
NA,"2019_Joint2",NA,NA,"Det1"
2,"2017_Cont1",2,0.493210073901384,"Herb1"
4,"2017_Cont1",0,-0.857345054292884,"Herb1"
6,"2017_Cont1",3,0.846865774139671,"Herb1"
8,"2017_Cont1",1,-0.00523964007660614,"Herb1"
10,"2017_Cont1",3,0.846865774139671,"Herb1"
12,"2017_Cont1",1,-0.00523964007660614,"Herb1"
14,"2017_Cont1",2,0.493210073901384,"Herb1"
16,"2017_Cont1",0,-0.857345054292884,"Herb1"
18,"2017_Cont1",0,-0.857345054292884,"Herb1"
20,"2017_Cont1",0,-0.857345054292884,"Herb1"
NA,"2017_Cont1",NA,NA,"Herb1"
2,"2017_Cont2",2,0.493210073901384,"Herb1"
4,"2017_Cont2",5,1.34531548811766,"Herb1"
6,"2017_Cont2",0,-0.857345054292884,"Herb1"
8,"2017_Cont2",4,1.12118244678152,"Herb1"
10,"2017_Cont2",4,1.12118244678152,"Herb1"
12,"2017_Cont2",1,-0.00523964007660614,"Herb1"
14,"2017_Cont2",0,-0.857345054292884,"Herb1"
16,"2017_Cont2",0,-0.857345054292884,"Herb1"
18,"2017_Cont2",0,-0.857345054292884,"Herb1"
20,"2017_Cont2",0,-0.857345054292884,"Herb1"
NA,"2017_Cont2",NA,NA,"Herb1"
2,"2017_Fipro1",0,-0.857345054292884,"Herb1"
4,"2017_Fipro1",0,-0.857345054292884,"Herb1"
6,"2017_Fipro1",0,-0.857345054292884,"Herb1"
8,"2017_Fipro1",0,-0.857345054292884,"Herb1"
10,"2017_Fipro1",1,-0.00523964007660614,"Herb1"
12,"2017_Fipro1",0,-0.857345054292884,"Herb1"
14,"2017_Fipro1",0,-0.857345054292884,"Herb1"
16,"2017_Fipro1",2,0.493210073901384,"Herb1"
18,"2017_Fipro1",3,0.846865774139671,"Herb1"
20,"2017_Fipro1",1,-0.00523964007660614,"Herb1"
NA,"2017_Fipro1",NA,NA,"Herb1"
2,"2017_Fipro2",0,-0.857345054292884,"Herb1"
4,"2017_Fipro2",0,-0.857345054292884,"Herb1"
6,"2017_Fipro2",1,-0.00523964007660614,"Herb1"
8,"2017_Fipro2",0,-0.857345054292884,"Herb1"
10,"2017_Fipro2",0,-0.857345054292884,"Herb1"
12,"2017_Fipro2",0,-0.857345054292884,"Herb1"
14,"2017_Fipro2",0,-0.857345054292884,"Herb1"
16,"2017_Fipro2",3,0.846865774139671,"Herb1"
18,"2017_Fipro2",4,1.12118244678152,"Herb1"
20,"2017_Fipro2",0,-0.857345054292884,"Herb1"
NA,"2017_Fipro2",NA,NA,"Herb1"
2,"2017_Pent1",1,-0.00523964007660614,"Herb1"
4,"2017_Pent1",0,-0.857345054292884,"Herb1"
6,"2017_Pent1",1,-0.00523964007660614,"Herb1"
8,"2017_Pent1",2,0.493210073901384,"Herb1"
10,"2017_Pent1",3,0.846865774139671,"Herb1"
12,"2017_Pent1",1,-0.00523964007660614,"Herb1"
14,"2017_Pent1",0,-0.857345054292884,"Herb1"
16,"2017_Pent1",0,-0.857345054292884,"Herb1"
18,"2017_Pent1",0,-0.857345054292884,"Herb1"
20,"2017_Pent1",0,-0.857345054292884,"Herb1"
NA,"2017_Pent1",NA,NA,"Herb1"
2,"2017_Pent2",10,2.09045535805894,"Herb1"
4,"2017_Pent2",14,2.47173757497579,"Herb1"
6,"2017_Pent2",3,0.846865774139671,"Herb1"
8,"2017_Pent2",0,-0.857345054292884,"Herb1"
10,"2017_Pent2",2,0.493210073901384,"Herb1"
12,"2017_Pent2",0,-0.857345054292884,"Herb1"
14,"2017_Pent2",0,-0.857345054292884,"Herb1"
16,"2017_Pent2",0,-0.857345054292884,"Herb1"
18,"2017_Pent2",0,-0.857345054292884,"Herb1"
20,"2017_Pent2",0,-0.857345054292884,"Herb1"
NA,"2017_Pent2",NA,NA,"Herb1"
2,"2017_Joint1",2,0.493210073901384,"Herb1"
4,"2017_Joint1",1,-0.00523964007660614,"Herb1"
6,"2017_Joint1",0,-0.857345054292884,"Herb1"
8,"2017_Joint1",0,-0.857345054292884,"Herb1"
10,"2017_Joint1",0,-0.857345054292884,"Herb1"
12,"2017_Joint1",3,0.846865774139671,"Herb1"
14,"2017_Joint1",0,-0.857345054292884,"Herb1"
16,"2017_Joint1",2,0.493210073901384,"Herb1"
18,"2017_Joint1",0,-0.857345054292884,"Herb1"
