"Week","Year_Tank","Abundance","scAbundance","Recipient"
8,"2019_Fipro1",0,-1.19319431220275,"Roti1"
10,"2019_Fipro1",0,-1.19319431220275,"Roti1"
12,"2019_Fipro1",0,-1.19319431220275,"Roti1"
14,"2019_Fipro1",5,-0.10614716388304,"Roti1"
16,"2019_Fipro1",5,-0.10614716388304,"Roti1"
18,"2019_Fipro1",0,-1.19319431220275,"Roti1"
20,"2019_Fipro1",0,-1.19319431220275,"Roti1"
NA,"2019_Fipro1",NA,NA,"Roti1"
2,"2019_Fipro2",5,-0.10614716388304,"Roti1"
4,"2019_Fipro2",6,-0.0126250925360646,"Roti1"
6,"2019_Fipro2",9,0.20376694408743,"Roti1"
8,"2019_Fipro2",0,-1.19319431220275,"Roti1"
10,"2019_Fipro2",2,-0.526674404806822,"Roti1"
12,"2019_Fipro2",0,-1.19319431220275,"Roti1"
14,"2019_Fipro2",0,-1.19319431220275,"Roti1"
16,"2019_Fipro2",12,0.362941392671903,"Roti1"
18,"2019_Fipro2",0,-1.19319431220275,"Roti1"
20,"2019_Fipro2",0,-1.19319431220275,"Roti1"
NA,"2019_Fipro2",NA,NA,"Roti1"
2,"2019_Pent1",0,-1.19319431220275,"Roti1"
4,"2019_Pent1",0,-1.19319431220275,"Roti1"
6,"2019_Pent1",0,-1.19319431220275,"Roti1"
8,"2019_Pent1",0,-1.19319431220275,"Roti1"
10,"2019_Pent1",0,-1.19319431220275,"Roti1"
12,"2019_Pent1",0,-1.19319431220275,"Roti1"
14,"2019_Pent1",0,-1.19319431220275,"Roti1"
16,"2019_Pent1",12,0.362941392671903,"Roti1"
18,"2019_Pent1",11,0.314380077040742,"Roti1"
20,"2019_Pent1",0,-1.19319431220275,"Roti1"
NA,"2019_Pent1",NA,NA,"Roti1"
2,"2019_Pent2",0,-1.19319431220275,"Roti1"
4,"2019_Pent2",0,-1.19319431220275,"Roti1"
6,"2019_Pent2",4,-0.216760296836352,"Roti1"
8,"2019_Pent2",0,-1.19319431220275,"Roti1"
10,"2019_Pent2",3,-0.352139830355184,"Roti1"
12,"2019_Pent2",28,0.849719032138418,"Roti1"
14,"2019_Pent2",20,0.653894814859861,"Roti1"
16,"2019_Pent2",0,-1.19319431220275,"Roti1"
18,"2019_Pent2",6,-0.0126250925360646,"Roti1"
20,"2019_Pent2",0,-1.19319431220275,"Roti1"
NA,"2019_Pent2",NA,NA,"Roti1"
2,"2019_Joint1",2,-0.526674404806822,"Roti1"
4,"2019_Joint1",26,0.806365409985029,"Roti1"
6,"2019_Joint1",3,-0.352139830355184,"Roti1"
8,"2019_Joint1",0,-1.19319431220275,"Roti1"
10,"2019_Joint1",6,-0.0126250925360646,"Roti1"
12,"2019_Joint1",0,-1.19319431220275,"Roti1"
14,"2019_Joint1",0,-1.19319431220275,"Roti1"
16,"2019_Joint1",6,-0.0126250925360646,"Roti1"
18,"2019_Joint1",41,1.07442205578364,"Roti1"
20,"2019_Joint1",0,-1.19319431220275,"Roti1"
NA,"2019_Joint1",NA,NA,"Roti1"
2,"2019_Joint2",0,-1.19319431220275,"Roti1"
4,"2019_Joint2",0,-1.19319431220275,"Roti1"
6,"2019_Joint2",0,-1.19319431220275,"Roti1"
8,"2019_Joint2",2,-0.526674404806822,"Roti1"
10,"2019_Joint2",0,-1.19319431220275,"Roti1"
12,"2019_Joint2",0,-1.19319431220275,"Roti1"
14,"2019_Joint2",0,-1.19319431220275,"Roti1"
16,"2019_Joint2",2,-0.526674404806822,"Roti1"
18,"2019_Joint2",0,-1.19319431220275,"Roti1"
20,"2019_Joint2",0,-1.19319431220275,"Roti1"
NA,"2019_Joint2",NA,NA,"Roti1"
2,"2017_Cont1",136,-1.21236252313005,"Zoopla1"
4,"2017_Cont1",66,-1.85845057603543,"Zoopla1"
6,"2017_Cont1",227,-0.752276084836627,"Zoopla1"
8,"2017_Cont1",106,-1.43560399380034,"Zoopla1"
10,"2017_Cont1",747,0.320843176949759,"Zoopla1"
12,"2017_Cont1",529,0.00964821954274067,"Zoopla1"
14,"2017_Cont1",1732,1.07976409751611,"Zoopla1"
16,"2017_Cont1",1274,0.80254792902387,"Zoopla1"
18,"2017_Cont1",1004,0.587610495918996,"Zoopla1"
20,"2017_Cont1",774,0.352872661208232,"Zoopla1"
NA,"2017_Cont1",NA,NA,"Zoopla1"
2,"2017_Cont2",320,-0.443276469226362,"Zoopla1"
4,"2017_Cont2",151,-1.11851464886897,"Zoopla1"
6,"2017_Cont2",83,-1.65420268116224,"Zoopla1"
8,"2017_Cont2",771,0.349369403661479,"Zoopla1"
10,"2017_Cont2",1989,1.20466682680293,"Zoopla1"
12,"2017_Cont2",538,0.0248577443804832,"Zoopla1"
14,"2017_Cont2",416,-0.206944110889392,"Zoopla1"
16,"2017_Cont2",589,0.106518328092527,"Zoopla1"
18,"2017_Cont2",2088,1.24852064054478,"Zoopla1"
20,"2017_Cont2",658,0.206419280683908,"Zoopla1"
NA,"2017_Cont2",NA,NA,"Zoopla1"
2,"2017_Fipro1",496,-0.0484193451748958,"Zoopla1"
4,"2017_Fipro1",1029,0.609804620805332,"Zoopla1"
6,"2017_Fipro1",2444,1.39065659149802,"Zoopla1"
8,"2017_Fipro1",1542,0.974873164675983,"Zoopla1"
10,"2017_Fipro1",3166,1.62436458267276,"Zoopla1"
12,"2017_Fipro1",3126,1.61288358363308,"Zoopla1"
14,"2017_Fipro1",665,0.215963200524359,"Zoopla1"
16,"2017_Fipro1",246,-0.679977073815939,"Zoopla1"
18,"2017_Fipro1",281,-0.560278806343363,"Zoopla1"
20,"2017_Fipro1",243,-0.691014955838501,"Zoopla1"
NA,"2017_Fipro1",NA,NA,"Zoopla1"
2,"2017_Fipro2",70,-1.80607327019738,"Zoopla1"
4,"2017_Fipro2",1123,0.68869038867092,"Zoopla1"
6,"2017_Fipro2",1743,1.08547927897833,"Zoopla1"
8,"2017_Fipro2",2025,1.22086108318316,"Zoopla1"
10,"2017_Fipro2",2041,1.22796637400895,"Zoopla1"
12,"2017_Fipro2",621,0.154226072654273,"Zoopla1"
14,"2017_Fipro2",109,-1.41062759774241,"Zoopla1"
16,"2017_Fipro2",67,-1.84506876922773,"Zoopla1"
18,"2017_Fipro2",108,-1.41887656318821,"Zoopla1"
20,"2017_Fipro2",268,-0.602908571217977,"Zoopla1"
NA,"2017_Fipro2",NA,NA,"Zoopla1"
2,"2017_Pent1",238,-0.70971656465541,"Zoopla1"
4,"2017_Pent1",130,-1.25281355575977,"Zoopla1"
6,"2017_Pent1",2864,1.53384355863556,"Zoopla1"
8,"2017_Pent1",3533,1.72340257291105,"Zoopla1"
10,"2017_Pent1",1025,0.606290003769693,"Zoopla1"
12,"2017_Pent1",696,0.257057475308087,"Zoopla1"
14,"2017_Pent1",1895,1.16095989046547,"Zoopla1"
16,"2017_Pent1",859,0.446873876516878,"Zoopla1"
18,"2017_Pent1",2570,1.43604500147167,"Zoopla1"
20,"2017_Pent1",384,-0.279062633261557,"Zoopla1"
NA,"2017_Pent1",NA,NA,"Zoopla1"
2,"2017_Pent2",146,-1.14872667722303,"Zoopla1"
4,"2017_Pent2",145,-1.15489226729607,"Zoopla1"
6,"2017_Pent2",319,-0.446094741211726,"Zoopla1"
8,"2017_Pent2",103,-1.46129071353914,"Zoopla1"
10,"2017_Pent2",2773,1.50468825405203,"Zoopla1"
12,"2017_Pent2",255,-0.647650367508903,"Zoopla1"
14,"2017_Pent2",2163,1.280381059801,"Zoopla1"
16,"2017_Pent2",1996,1.20783853212843,"Zoopla1"
18,"2017_Pent2",2434,1.38695471976511,"Zoopla1"
20,"2017_Pent2",1198,0.747035382989278,"Zoopla1"
NA,"2017_Pent2",NA,NA,"Zoopla1"
2,"2017_Joint1",73,-1.76869184862359,"Zoopla1"
4,"2017_Joint1",307,-0.480618259558734,"Zoopla1"
6,"2017_Joint1",1625,1.02219872551744,"Zoopla1"
8,"2017_Joint1",1502,0.951148742727859,"Zoopla1"
10,"2017_Joint1",1115,0.682238536678564,"Zoopla1"
12,"2017_Joint1",216,-0.796940508530172,"Zoopla1"
14,"2017_Joint1",334,-0.404717028654981,"Zoopla1"
16,"2017_Joint1",220,-0.780442233633063,"Zoopla1"
18,"2017_Joint1",623,0.157125771576471,"Zoopla1"
20,"2017_Joint1",203,-0.85274124465375,"Zoopla1"
NA,"2017_Joint1",NA,NA,"Zoopla1"
2,"2017_Joint2",238,-0.70971656465541,"Zoopla1"
4,"2017_Joint2",151,-1.11851464886897,"Zoopla1"
6,"2017_Joint2",225,-0.760234334013896,"Zoopla1"
8,"2017_Joint2",374,-0.302833885126662,"Zoopla1"
10,"2017_Joint2",237,-0.713503804746876,"Zoopla1"
12,"2017_Joint2",790,0.371330630466954,"Zoopla1"
14,"2017_Joint2",838,0.424543882095947,"Zoopla1"
16,"2017_Joint2",525,0.00280534258407926,"Zoopla1"
18,"2017_Joint2",506,-0.0304256139121307,"Zoopla1"
20,"2017_Joint2",322,-0.437666168962894,"Zoopla1"
NA,"2017_Joint2",NA,NA,"Zoopla1"
2,"2018_Cont1",66,0.691604728996755,"Zoopla1"
4,"2018_Cont1",7,-0.85259008471133,"Zoopla1"
6,"2018_Cont1",20,-0.131214364740589,"Zoopla1"
8,"2018_Cont1",43,0.396173922767733,"Zoopla1"
10,"2018_Cont1",157,1.28940442714907,"Zoopla1"
12,"2018_Cont1",268,1.65838032142282,"Zoopla1"
14,"2018_Cont1",41,0.36334116459827,"Zoopla1"
16,"2018_Cont1",17,-0.243077785462855,"Zoopla1"
18,"2018_Cont1",5,-1.08286083613318,"Zoopla1"
20,"2018_Cont1",4,-1.2351634850838,"Zoopla1"
NA,"2018_Cont1",NA,NA,"Zoopla1"
2,"2018_Cont2",48,0.472010680033368,"Zoopla1"
4,"2018_Cont2",19,-0.166525317626186,"Zoopla1"
6,"2018_Cont2",39,0.328868152405236,"Zoopla1"
8,"2018_Cont2",125,1.13214684360531,"Zoopla1"
10,"2018_Cont2",104,1.0052629596868,"Zoopla1"
12,"2018_Cont2",1,-2.16685399924877,"Zoopla1"
14,"2018_Cont2",72,0.751614577957478,"Zoopla1"
16,"2018_Cont2",16,-0.2847931138737,"Zoopla1"
18,"2018_Cont2",8,-0.761041708643633,"Zoopla1"
20,"2018_Cont2",2,-1.70509027163257,"Zoopla1"
NA,"2018_Cont2",NA,NA,"Zoopla1"
2,"2018_Fipro1",4,-1.2351634850838,"Zoopla1"
4,"2018_Fipro1",13,-0.427605361147111,"Zoopla1"
6,"2018_Fipro1",101,0.985071019720621,"Zoopla1"
8,"2018_Fipro1",74,0.770511818315811,"Zoopla1"
10,"2018_Fipro1",106,1.01840335826712,"Zoopla1"
12,"2018_Fipro1",143,1.2249624479952,"Zoopla1"
14,"2018_Fipro1",35,0.254282441652848,"Zoopla1"
16,"2018_Fipro1",3,-1.4308810784112,"Zoopla1"
18,"2018_Fipro1",3,-1.4308810784112,"Zoopla1"
20,"2018_Fipro1",2,-1.70509027163257,"Zoopla1"
NA,"2018_Fipro1",NA,NA,"Zoopla1"
2,"2018_Fipro2",10,-0.607890705352185,"Zoopla1"
4,"2018_Fipro2",11,-0.542421887489381,"Zoopla1"
6,"2018_Fipro2",46,0.442668170342361,"Zoopla1"
8,"2018_Fipro2",79,0.815608103029448,"Zoopla1"
10,"2018_Fipro2",138,1.2004070802011,"Zoopla1"
12,"2018_Fipro2",74,0.770511818315811,"Zoopla1"
14,"2018_Fipro2",63,0.65952248925595,"Zoopla1"
16,"2018_Fipro2",46,0.442668170342361,"Zoopla1"
18,"2018_Fipro2",4,-1.2351634850838,"Zoopla1"
20,"2018_Fipro2",7,-0.85259008471133,"Zoopla1"
NA,"2018_Fipro2",NA,NA,"Zoopla1"
2,"2018_Pent1",135,1.18524326437481,"Zoopla1"
4,"2018_Pent1",76,0.788905407560977,"Zoopla1"
6,"2018_Pent1",93,0.928146152207832,"Zoopla1"
8,"2018_Pent1",33,0.213731656382939,"Zoopla1"
10,"2018_Pent1",290,1.71282146456504,"Zoopla1"
12,"2018_Pent1",22,-0.0655898048484696,"Zoopla1"
14,"2018_Pent1",75,0.779769885868306,"Zoopla1"
16,"2018_Pent1",47,0.457495348244796,"Zoopla1"
18,"2018_Pent1",14,-0.376646534514254,"Zoopla1"
20,"2018_Pent1",17,-0.243077785462855,"Zoopla1"
NA,"2018_Pent1",NA,NA,"Zoopla1"
2,"2018_Pent2",91,0.913149829765068,"Zoopla1"
4,"2018_Pent2",21,-0.0976224022569505,"Zoopla1"
6,"2018_Pent2",19,-0.166525317626186,"Zoopla1"
8,"2018_Pent2",35,0.254282441652848,"Zoopla1"
10,"2018_Pent2",257,1.62945982898148,"Zoopla1"
12,"2018_Pent2",127,1.14309794344122,"Zoopla1"
14,"2018_Pent2",34,0.234304821535384,"Zoopla1"
16,"2018_Pent2",30,0.148055017563564,"Zoopla1"
18,"2018_Pent2",8,-0.761041708643633,"Zoopla1"
20,"2018_Pent2",1,-2.16685399924877,"Zoopla1"
NA,"2018_Pent2",NA,NA,"Zoopla1"
2,"2018_Joint1",6,-0.958166250959078,"Zoopla1"
4,"2018_Joint1",6,-0.958166250959078,"Zoopla1"
6,"2018_Joint1",13,-0.427605361147111,"Zoopla1"
8,"2018_Joint1",47,0.457495348244796,"Zoopla1"
10,"2018_Joint1",87,0.882142769964932,"Zoopla1"
12,"2018_Joint1",19,-0.166525317626186,"Zoopla1"
14,"2018_Joint1",18,-0.203740724882279,"Zoopla1"
16,"2018_Joint1",21,-0.0976224022569505,"Zoopla1"
18,"2018_Joint1",4,-1.2351634850838,"Zoopla1"
20,"2018_Joint1",3,-1.4308810784112,"Zoopla1"
NA,"2018_Joint1",NA,NA,"Zoopla1"
2,"2018_Joint2",10,-0.607890705352185,"Zoopla1"
4,"2018_Joint2",8,-0.761041708643633,"Zoopla1"
6,"2018_Joint2",83,0.84967688645216,"Zoopla1"
8,"2018_Joint2",132,1.16973878788392,"Zoopla1"
10,"2018_Joint2",151,1.26251968106488,"Zoopla1"
12,"2018_Joint2",128,1.14850901456906,"Zoopla1"
14,"2018_Joint2",55,0.56587477997673,"Zoopla1"
16,"2018_Joint2",17,-0.243077785462855,"Zoopla1"
18,"2018_Joint2",1,-2.16685399924877,"Zoopla1"
20,"2018_Joint2",1,-2.16685399924877,"Zoopla1"
NA,"2018_Joint2",NA,NA,"Zoopla1"
2,"2019_Cont1",27,0.282992490140524,"Zoopla1"
4,"2019_Cont1",54,0.697506671783698,"Zoopla1"
6,"2019_Cont1",119,1.17035244741568,"Zoopla1"
8,"2019_Cont1",5,-0.722000267100013,"Zoopla1"
10,"2019_Cont1",20,0.10367222922533,"Zoopla1"
12,"2019_Cont1",9,-0.372664865672186,"Zoopla1"
14,"2019_Cont1",12,-0.201223800083334,"Zoopla1"
16,"2019_Cont1",8,-0.442781869988005,"Zoopla1"
18,"2019_Cont1",0,-3.4856099403122,"Zoopla1"
20,"2019_Cont1",0,-3.4856099403122,"Zoopla1"
NA,"2019_Cont1",NA,NA,"Zoopla1"
2,"2019_Cont2",14,-0.109270915510997,"Zoopla1"
4,"2019_Cont2",26,0.260435534664894,"Zoopla1"
6,"2019_Cont2",66,0.817570841339239,"Zoopla1"
8,"2019_Cont2",19,0.0730355553205618,"Zoopla1"
10,"2019_Cont2",35,0.438138987657734,"Zoopla1"
12,"2019_Cont2",29,0.325706946220482,"Zoopla1"
14,"2019_Cont2",16,-0.0295765695577927,"Zoopla1"
16,"2019_Cont2",2,-1.26186222922559,"Zoopla1"
18,"2019_Cont2",6,-0.613812097949034,"Zoopla1"
20,"2019_Cont2",4,-0.854141889158469,"Zoopla1"
NA,"2019_Cont2",NA,NA,"Zoopla1"
2,"2019_Fipro1",6,-0.613812097949034,"Zoopla1"
4,"2019_Fipro1",22,0.160609753626684,"Zoopla1"
6,"2019_Fipro1",56,0.719264427985389,"Zoopla1"
8,"2019_Fipro1",24,0.212600424044766,"Zoopla1"
10,"2019_Fipro1",49,0.639379952022763,"Zoopla1"
12,"2019_Fipro1",45,0.588440319711181,"Zoopla1"
14,"2019_Fipro1",59,0.750486948454804,"Zoopla1"
16,"2019_Fipro1",21,0.132817463673313,"Zoopla1"
18,"2019_Fipro1",37,0.471368947242293,"Zoopla1"
20,"2019_Fipro1",3,-1.02395141266875,"Zoopla1"
NA,"2019_Fipro1",NA,NA,"Zoopla1"
2,"2019_Fipro2",90,1.00317579320693,"Zoopla1"
4,"2019_Fipro2",70,0.852779591716242,"Zoopla1"
6,"2019_Fipro2",186,1.4377071149747,"Zoopla1"
8,"2019_Fipro2",4,-0.854141889158469,"Zoopla1"
10,"2019_Fipro2",71,0.861267563183722,"Zoopla1"
12,"2019_Fipro2",54,0.697506671783698,"Zoopla1"
14,"2019_Fipro2",41,0.532761088119717,"Zoopla1"
16,"2019_Fipro2",28,0.304730498123117,"Zoopla1"
18,"2019_Fipro2",8,-0.442781869988005,"Zoopla1"
20,"2019_Fipro2",0,-3.4856099403122,"Zoopla1"
NA,"2019_Fipro2",NA,NA,"Zoopla1"
2,"2019_Pent1",32,0.384557839753948,"Zoopla1"
4,"2019_Pent1",7,-0.522211551571055,"Zoopla1"
6,"2019_Pent1",34,0.420805900246726,"Zoopla1"
8,"2019_Pent1",12,-0.201223800083334,"Zoopla1"
10,"2019_Pent1",11,-0.253101795606513,"Zoopla1"
12,"2019_Pent1",59,0.750486948454804,"Zoopla1"
14,"2019_Pent1",27,0.282992490140524,"Zoopla1"
16,"2019_Pent1",21,0.132817463673313,"Zoopla1"
18,"2019_Pent1",38,0.487317063239216,"Zoopla1"
20,"2019_Pent1",3,-1.02395141266875,"Zoopla1"
NA,"2019_Pent1",NA,NA,"Zoopla1"
2,"2019_Pent2",54,0.697506671783698,"Zoopla1"
4,"2019_Pent2",61,0.770432717774396,"Zoopla1"
6,"2019_Pent2",30,0.34597339353993,"Zoopla1"
8,"2019_Pent2",26,0.260435534664894,"Zoopla1"
10,"2019_Pent2",34,0.420805900246726,"Zoopla1"
12,"2019_Pent2",93,1.02280014997235,"Zoopla1"
14,"2019_Pent2",14,-0.109270915510997,"Zoopla1"
16,"2019_Pent2",4,-0.854141889158469,"Zoopla1"
18,"2019_Pent2",6,-0.613812097949034,"Zoopla1"
20,"2019_Pent2",0,-3.4856099403122,"Zoopla1"
NA,"2019_Pent2",NA,NA,"Zoopla1"
2,"2019_Joint1",4,-0.854141889158469,"Zoopla1"
4,"2019_Joint1",10,-0.309904194292601,"Zoopla1"
6,"2019_Joint1",32,0.384557839753948,"Zoopla1"
8,"2019_Joint1",49,0.639379952022763,"Zoopla1"
10,"2019_Joint1",36,0.454984440561455,"Zoopla1"
12,"2019_Joint1",26,0.260435534664894,"Zoopla1"
14,"2019_Joint1",33,0.402956102932944,"Zoopla1"
16,"2019_Joint1",11,-0.253101795606513,"Zoopla1"
18,"2019_Joint1",27,0.282992490140524,"Zoopla1"
20,"2019_Joint1",5,-0.722000267100013,"Zoopla1"
NA,"2019_Joint1",NA,NA,"Zoopla1"
2,"2019_Joint2",91,1.00978896214238,"Zoopla1"
4,"2019_Joint2",124,1.19498843348184,"Zoopla1"
6,"2019_Joint2",60,0.760542875126744,"Zoopla1"
8,"2019_Joint2",55,0.708484364384924,"Zoopla1"
10,"2019_Joint2",22,0.160609753626684,"Zoopla1"
12,"2019_Joint2",84,0.961885481861018,"Zoopla1"
14,"2019_Joint2",56,0.719264427985389,"Zoopla1"
16,"2019_Joint2",13,-0.15348407960143,"Zoopla1"
18,"2019_Joint2",24,0.212600424044766,"Zoopla1"
20,"2019_Joint2",10,-0.309904194292601,"Zoopla1"
NA,"2019_Joint2",NA,NA,"Zoopla1"
2,"2017_Cont1",37.962962965,-1.52979073983226,"Mp1"
4,"2017_Cont1",88.888888889,-0.746164491740614,"Mp1"
6,"2017_Cont1",159.25925926,0.336664505673021,"Mp1"
8,"2017_Cont1",175.92592593,0.593124005109459,"Mp1"
10,"2017_Cont1",136.111111109,-0.0195292435168967,"Mp1"
12,"2017_Cont1",173.148148149667,0.550380755172611,"Mp1"
14,"2017_Cont1",122.222222226667,-0.233245492903644,"Mp1"
16,"2017_Cont1",127.777777780667,-0.147758993132532,"Mp1"
18,"2017_Cont1",133.333333334,-0.0622724933716778,"Mp1"
20,"2017_Cont1",139.814814814,0.0374617563664154,"Mp1"
NA,"2017_Cont1",NA,NA,"Mp1"
2,"2017_Cont2",93.518518516,-0.67492574195187,"Mp1"
4,"2017_Cont2",137.037037036,-0.00528149353452825,"Mp1"
6,"2017_Cont2",149.074074074667,0.179939256046486,"Mp1"
8,"2017_Cont2",169.444444438,0.493389755186714,"Mp1"
10,"2017_Cont2",165.740740742,0.43639875544189,"Mp1"
12,"2017_Cont2",164.814814810333,0.422151005387712,"Mp1"
14,"2017_Cont2",153.703703698,0.251178005778809,"Mp1"
16,"2017_Cont2",140.74074074,0.051709506333397,"Mp1"
18,"2017_Cont2",141.666666672333,0.0659572563978325,"Mp1"
20,"2017_Cont2",128.703703704667,-0.133511243196325,"Mp1"
NA,"2017_Cont2",NA,NA,"Mp1"
2,"2017_Fipro1",36.111111113,-1.55828623976622,"Mp1"
4,"2017_Fipro1",71.2962962946667,-1.01687174111839,"Mp1"
6,"2017_Fipro1",161.111111111,0.365160005591597,"Mp1"
8,"2017_Fipro1",199.074074074333,0.949317754196793,"Mp1"
10,"2017_Fipro1",204.629629626,1.034804253932,"Mp1"
12,"2017_Fipro1",228.703703703333,1.40524575309403,"Mp1"
14,"2017_Fipro1",177.777777773333,0.621619504910062,"Mp1"
16,"2017_Fipro1",186.111111106333,0.749849254597506,"Mp1"
18,"2017_Fipro1",195.370370374667,0.892326754395548,"Mp1"
20,"2017_Fipro1",150.925925923667,0.208434755934286,"Mp1"
NA,"2017_Fipro1",NA,NA,"Mp1"
2,"2017_Fipro2",57.4074074073333,-1.23058799058207,"Mp1"
4,"2017_Fipro2",120.370370367,-0.261740992955578,"Mp1"
6,"2017_Fipro2",181.481481478333,0.678610504793375,"Mp1"
8,"2017_Fipro2",186.111111112,0.749849254684702,"Mp1"
10,"2017_Fipro2",181.481481481333,0.678610504839537,"Mp1"
12,"2017_Fipro2",191.666666668,0.835335754486589,"Mp1"
14,"2017_Fipro2",216.666666666,1.22002500353353,"Mp1"
16,"2017_Fipro2",209.259259256667,1.10604300377717,"Mp1"
18,"2017_Fipro2",209.259259249,1.10604300365919,"Mp1"
20,"2017_Fipro2",176.851851850667,0.607371754994373,"Mp1"
NA,"2017_Fipro2",NA,NA,"Mp1"
2,"2017_Pent1",76.851851852,-0.931385241295982,"Mp1"
4,"2017_Pent1",123.148148149,-0.218997742993084,"Mp1"
6,"2017_Pent1",124.074074070333,-0.204749993097911,"Mp1"
8,"2017_Pent1",162.962962964667,0.393655505551205,"Mp1"
10,"2017_Pent1",127.777777778,-0.147758993173565,"Mp1"
12,"2017_Pent1",135.185185185333,-0.0337769934479734,"Mp1"
14,"2017_Pent1",108.333333334667,-0.446961742439137,"Mp1"
16,"2017_Pent1",117.592592590667,-0.304484242830875,"Mp1"
18,"2017_Pent1",112.962962966667,-0.375722992573456,"Mp1"
20,"2017_Pent1",100.000000001,-0.575191492136839,"Mp1"
NA,"2017_Pent1",NA,NA,"Mp1"
2,"2017_Pent2",12.0370370376667,-1.92872773889747,"Mp1"
4,"2017_Pent2",57.4074074073333,-1.23058799058207,"Mp1"
6,"2017_Pent2",83.3333333316667,-0.831650991563018,"Mp1"
8,"2017_Pent2",101.851851851,-0.546695992233652,"Mp1"
10,"2017_Pent2",105.555555556,-0.489704992350339,"Mp1"
12,"2017_Pent2",107.407407406,-0.461209492447152,"Mp1"
14,"2017_Pent2",110.185185182667,-0.418466242566725,"Mp1"
16,"2017_Pent2",110.18518518,-0.418466242607759,"Mp1"
18,"2017_Pent2",110.185185180667,-0.4184662425975,"Mp1"
20,"2017_Pent2",100.000000000667,-0.575191492141969,"Mp1"
NA,"2017_Pent2",NA,NA,"Mp1"
2,"2017_Joint1",1.851851852,-2.08545298852914,"Mp1"
4,"2017_Joint1",37.0370370346667,-1.54403848986592,"Mp1"
6,"2017_Joint1",58.333333333,-1.21634024062022,"Mp1"
8,"2017_Joint1",74.999999998,-0.95988074126072,"Mp1"
10,"2017_Joint1",87.962962964,-0.760412241692208,"Mp1"
12,"2017_Joint1",100.925925926333,-0.560943742180116,"Mp1"
14,"2017_Joint1",83.3333333373333,-0.831650991475822,"Mp1"
16,"2017_Joint1",101.851851852,-0.546695992218264,"Mp1"
18,"2017_Joint1",108.333333329333,-0.446961742521205,"Mp1"
20,"2017_Joint1",86.111111112,-0.78890774162617,"Mp1"
NA,"2017_Joint1",NA,NA,"Mp1"
2,"2017_Joint2",10.185185186,-1.95722323882631,"Mp1"
4,"2017_Joint2",48.1481481466667,-1.37306549026214,"Mp1"
6,"2017_Joint2",85.185185182,-0.803155491654702,"Mp1"
8,"2017_Joint2",99.074074072,-0.589439242149983,"Mp1"
10,"2017_Joint2",124.074074075333,-0.204749993020973,"Mp1"
12,"2017_Joint2",150,0.194187006003209,"Mp1"
14,"2017_Joint2",100,-0.575191492152227,"Mp1"
16,"2017_Joint2",94.4444444406667,-0.660677992005406,"Mp1"
18,"2017_Joint2",99.0740740736667,-0.589439242124337,"Mp1"
20,"2017_Joint2",89.8148148166667,-0.731916741747987,"Mp1"
NA,"2017_Joint2",NA,NA,"Mp1"
2,"2018_Cont1",101.851851851852,-0.546695992220544,"Mp1"
4,"2018_Cont1",137.037037037037,-0.00528149351857098,"Mp1"
6,"2018_Cont1",226.851851851852,1.37675025316805,"Mp1"
8,"2018_Cont1",259.259259259259,1.87542150197249,"Mp1"
10,"2018_Cont1",248.148148148148,1.7044485023824,"Mp1"
12,"2018_Cont1",229.62962962963,1.41949350306557,"Mp1"
14,"2018_Cont1",233.333333333333,1.47648450292894,"Mp1"
16,"2018_Cont1",204.62962962963,1.03480425398785,"Mp1"
18,"2018_Cont1",221.296296296296,1.291263753373,"Mp1"
20,"2018_Cont1",184.259259259259,0.72135375473934,"Mp1"
NA,"2018_Cont1",NA,NA,"Mp1"
2,"2018_Cont2",80.5555555555556,-0.874394241434896,"Mp1"
4,"2018_Cont2",83.3333333333333,-0.831650991537373,"Mp1"
6,"2018_Cont2",115.740740740741,-0.332979742732923,"Mp1"
8,"2018_Cont2",138.888888888889,0.0232140064131113,"Mp1"
10,"2018_Cont2",135.185185185185,-0.0337769934502537,"Mp1"
12,"2018_Cont2",118.518518518519,-0.290236492835399,"Mp1"
14,"2018_Cont2",127.777777777778,-0.147758993176985,"Mp1"
16,"2018_Cont2",130.555555555556,-0.10501574327946,"Mp1"
18,"2018_Cont2",122.222222222222,-0.233245492972033,"Mp1"
20,"2018_Cont2",120.37037037037,-0.261740992903716,"Mp1"
NA,"2018_Cont2",NA,NA,"Mp1"
2,"2018_Fipro1",43.5185185185185,-1.44430424006855,"Mp1"
4,"2018_Fipro1",102.777777777778,-0.532448242254703,"Mp1"
6,"2018_Fipro1",147.222222222222,0.151443756105685,"Mp1"
8,"2018_Fipro1",174.074074074074,0.564628505115085,"Mp1"
10,"2018_Fipro1",211.111111111111,1.13453850374874,"Mp1"
12,"2018_Fipro1",223.148148148148,1.31975925330468,"Mp1"
14,"2018_Fipro1",223.148148148148,1.31975925330468,"Mp1"
16,"2018_Fipro1",219.444444444444,1.26276825344131,"Mp1"
18,"2018_Fipro1",228.703703703704,1.40524575309973,"Mp1"
20,"2018_Fipro1",196.296296296296,0.906574504295279,"Mp1"
NA,"2018_Fipro1",NA,NA,"Mp1"
2,"2018_Fipro2",96.2962962962963,-0.632182492015592,"Mp1"
4,"2018_Fipro2",121.296296296296,-0.247493242937875,"Mp1"
6,"2018_Fipro2",160.185185185185,0.350912255627464,"Mp1"
