"Treatment","Tank","Week","Year","r_d","smap_coef","Recipient","Donor"
"Cont","Cont1",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont1",4,2017,"c_1",-1.13939643831316,"Phytopla1","Phytopla1"
"Cont","Cont1",6,2017,"c_1",-1.12789311162594,"Phytopla1","Phytopla1"
"Cont","Cont1",8,2017,"c_1",-1.10150766209651,"Phytopla1","Phytopla1"
"Cont","Cont1",10,2017,"c_1",-1.13454530481518,"Phytopla1","Phytopla1"
"Cont","Cont1",12,2017,"c_1",-1.15438822809403,"Phytopla1","Phytopla1"
"Cont","Cont1",14,2017,"c_1",-1.21416046030915,"Phytopla1","Phytopla1"
"Cont","Cont1",16,2017,"c_1",-1.19419415850558,"Phytopla1","Phytopla1"
"Cont","Cont1",18,2017,"c_1",-1.14625485472184,"Phytopla1","Phytopla1"
"Cont","Cont1",20,2017,"c_1",-1.20896797148542,"Phytopla1","Phytopla1"
"Cont","Cont2",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont2",4,2017,"c_1",-1.05485870291351,"Phytopla1","Phytopla1"
"Cont","Cont2",6,2017,"c_1",-1.11532774727927,"Phytopla1","Phytopla1"
"Cont","Cont2",8,2017,"c_1",-1.19719287812709,"Phytopla1","Phytopla1"
"Cont","Cont2",10,2017,"c_1",-1.10488329733531,"Phytopla1","Phytopla1"
"Cont","Cont2",12,2017,"c_1",-1.066848546836,"Phytopla1","Phytopla1"
"Cont","Cont2",14,2017,"c_1",-1.17621561256657,"Phytopla1","Phytopla1"
"Cont","Cont2",16,2017,"c_1",-1.20159588918331,"Phytopla1","Phytopla1"
"Cont","Cont2",18,2017,"c_1",-1.19244808745013,"Phytopla1","Phytopla1"
"Cont","Cont2",20,2017,"c_1",-1.19760873129982,"Phytopla1","Phytopla1"
"Fipro","Fipro1",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro1",4,2017,"c_1",-1.15820998428463,"Phytopla1","Phytopla1"
"Fipro","Fipro1",6,2017,"c_1",-1.06509274951804,"Phytopla1","Phytopla1"
"Fipro","Fipro1",8,2017,"c_1",-1.20626024819338,"Phytopla1","Phytopla1"
"Fipro","Fipro1",10,2017,"c_1",-1.0008358574216,"Phytopla1","Phytopla1"
"Fipro","Fipro1",12,2017,"c_1",-1.06140693060661,"Phytopla1","Phytopla1"
"Fipro","Fipro1",14,2017,"c_1",-1.06680457403295,"Phytopla1","Phytopla1"
"Fipro","Fipro1",16,2017,"c_1",-1.11944154398291,"Phytopla1","Phytopla1"
"Fipro","Fipro1",18,2017,"c_1",-1.12532657128097,"Phytopla1","Phytopla1"
"Fipro","Fipro1",20,2017,"c_1",-1.15700742884519,"Phytopla1","Phytopla1"
"Fipro","Fipro2",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro2",4,2017,"c_1",-1.17571119484318,"Phytopla1","Phytopla1"
"Fipro","Fipro2",6,2017,"c_1",-1.15413532748546,"Phytopla1","Phytopla1"
"Fipro","Fipro2",8,2017,"c_1",-1.11371389421822,"Phytopla1","Phytopla1"
"Fipro","Fipro2",10,2017,"c_1",-1.10255934721493,"Phytopla1","Phytopla1"
"Fipro","Fipro2",12,2017,"c_1",-1.08896668733389,"Phytopla1","Phytopla1"
"Fipro","Fipro2",14,2017,"c_1",-1.17893266903956,"Phytopla1","Phytopla1"
"Fipro","Fipro2",16,2017,"c_1",-1.10882371252341,"Phytopla1","Phytopla1"
"Fipro","Fipro2",18,2017,"c_1",-1.15963365914571,"Phytopla1","Phytopla1"
"Fipro","Fipro2",20,2017,"c_1",-1.16264556447352,"Phytopla1","Phytopla1"
"Pent","Pent1",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent1",4,2017,"c_1",-1.10829519534733,"Phytopla1","Phytopla1"
"Pent","Pent1",6,2017,"c_1",-1.09199943831926,"Phytopla1","Phytopla1"
"Pent","Pent1",8,2017,"c_1",-1.09349060809488,"Phytopla1","Phytopla1"
"Pent","Pent1",10,2017,"c_1",-1.09396134041097,"Phytopla1","Phytopla1"
"Pent","Pent1",12,2017,"c_1",-1.07336134567717,"Phytopla1","Phytopla1"
"Pent","Pent1",14,2017,"c_1",-1.15008236653121,"Phytopla1","Phytopla1"
"Pent","Pent1",16,2017,"c_1",-1.20908588800873,"Phytopla1","Phytopla1"
"Pent","Pent1",18,2017,"c_1",-1.24502599517352,"Phytopla1","Phytopla1"
"Pent","Pent1",20,2017,"c_1",-1.20080813733454,"Phytopla1","Phytopla1"
"Pent","Pent2",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent2",4,2017,"c_1",-1.10856627075946,"Phytopla1","Phytopla1"
"Pent","Pent2",6,2017,"c_1",-1.09353342639839,"Phytopla1","Phytopla1"
"Pent","Pent2",8,2017,"c_1",-1.13631771895248,"Phytopla1","Phytopla1"
"Pent","Pent2",10,2017,"c_1",-1.16309826549542,"Phytopla1","Phytopla1"
"Pent","Pent2",12,2017,"c_1",-1.17108017062862,"Phytopla1","Phytopla1"
"Pent","Pent2",14,2017,"c_1",-1.24521617752546,"Phytopla1","Phytopla1"
"Pent","Pent2",16,2017,"c_1",-1.21588587462668,"Phytopla1","Phytopla1"
"Pent","Pent2",18,2017,"c_1",-1.16647812126128,"Phytopla1","Phytopla1"
"Pent","Pent2",20,2017,"c_1",-1.1207811898865,"Phytopla1","Phytopla1"
"Joint","Joint1",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint1",4,2017,"c_1",-1.00951913704425,"Phytopla1","Phytopla1"
"Joint","Joint1",6,2017,"c_1",-1.24135794005068,"Phytopla1","Phytopla1"
"Joint","Joint1",8,2017,"c_1",-1.12051358639761,"Phytopla1","Phytopla1"
"Joint","Joint1",10,2017,"c_1",-1.17016685555334,"Phytopla1","Phytopla1"
"Joint","Joint1",12,2017,"c_1",-1.15345499067301,"Phytopla1","Phytopla1"
"Joint","Joint1",14,2017,"c_1",-1.1494449613302,"Phytopla1","Phytopla1"
"Joint","Joint1",16,2017,"c_1",-1.07304193798708,"Phytopla1","Phytopla1"
"Joint","Joint1",18,2017,"c_1",-1.01293482960797,"Phytopla1","Phytopla1"
"Joint","Joint1",20,2017,"c_1",-1.06662463841905,"Phytopla1","Phytopla1"
"Joint","Joint2",2,2017,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint2",4,2017,"c_1",-1.14143931431116,"Phytopla1","Phytopla1"
"Joint","Joint2",6,2017,"c_1",-1.07858369572522,"Phytopla1","Phytopla1"
"Joint","Joint2",8,2017,"c_1",-1.08940031856948,"Phytopla1","Phytopla1"
"Joint","Joint2",10,2017,"c_1",-1.1265711510973,"Phytopla1","Phytopla1"
"Joint","Joint2",12,2017,"c_1",-1.04596995620364,"Phytopla1","Phytopla1"
"Joint","Joint2",14,2017,"c_1",-1.08172540761028,"Phytopla1","Phytopla1"
"Joint","Joint2",16,2017,"c_1",-1.10230522606496,"Phytopla1","Phytopla1"
"Joint","Joint2",18,2017,"c_1",-1.07934552159372,"Phytopla1","Phytopla1"
"Joint","Joint2",20,2017,"c_1",-1.17656661244482,"Phytopla1","Phytopla1"
"Cont","Cont1",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont1",4,2018,"c_1",-1.13118924965165,"Phytopla1","Phytopla1"
"Cont","Cont1",6,2018,"c_1",-1.17875938302384,"Phytopla1","Phytopla1"
"Cont","Cont1",8,2018,"c_1",-1.18638789267764,"Phytopla1","Phytopla1"
"Cont","Cont1",10,2018,"c_1",-1.10964812416989,"Phytopla1","Phytopla1"
"Cont","Cont1",12,2018,"c_1",-1.1254076480218,"Phytopla1","Phytopla1"
"Cont","Cont1",14,2018,"c_1",-1.03414127261613,"Phytopla1","Phytopla1"
"Cont","Cont1",16,2018,"c_1",-1.12424558144109,"Phytopla1","Phytopla1"
"Cont","Cont1",18,2018,"c_1",-1.17810241323681,"Phytopla1","Phytopla1"
"Cont","Cont1",20,2018,"c_1",-1.11577113113718,"Phytopla1","Phytopla1"
"Cont","Cont2",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont2",4,2018,"c_1",-1.23769855683182,"Phytopla1","Phytopla1"
"Cont","Cont2",6,2018,"c_1",-1.17886766076018,"Phytopla1","Phytopla1"
"Cont","Cont2",8,2018,"c_1",-1.20802583777248,"Phytopla1","Phytopla1"
"Cont","Cont2",10,2018,"c_1",-1.1362727619128,"Phytopla1","Phytopla1"
"Cont","Cont2",12,2018,"c_1",-1.09506223548453,"Phytopla1","Phytopla1"
"Cont","Cont2",14,2018,"c_1",-1.16658667424525,"Phytopla1","Phytopla1"
"Cont","Cont2",16,2018,"c_1",-1.00500446701584,"Phytopla1","Phytopla1"
"Cont","Cont2",18,2018,"c_1",-1.07829198507974,"Phytopla1","Phytopla1"
"Cont","Cont2",20,2018,"c_1",-1.03495486901152,"Phytopla1","Phytopla1"
"Fipro","Fipro1",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro1",4,2018,"c_1",-1.19824180087653,"Phytopla1","Phytopla1"
"Fipro","Fipro1",6,2018,"c_1",-1.00733356723332,"Phytopla1","Phytopla1"
"Fipro","Fipro1",8,2018,"c_1",-1.21351031185237,"Phytopla1","Phytopla1"
"Fipro","Fipro1",10,2018,"c_1",-1.04383372805085,"Phytopla1","Phytopla1"
"Fipro","Fipro1",12,2018,"c_1",-1.07624010978617,"Phytopla1","Phytopla1"
"Fipro","Fipro1",14,2018,"c_1",-1.05119586645923,"Phytopla1","Phytopla1"
"Fipro","Fipro1",16,2018,"c_1",-1.05530596020204,"Phytopla1","Phytopla1"
"Fipro","Fipro1",18,2018,"c_1",-1.07439009994133,"Phytopla1","Phytopla1"
"Fipro","Fipro1",20,2018,"c_1",-1.03076654101866,"Phytopla1","Phytopla1"
"Fipro","Fipro2",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro2",4,2018,"c_1",-1.10518854932092,"Phytopla1","Phytopla1"
"Fipro","Fipro2",6,2018,"c_1",-1.14720445195654,"Phytopla1","Phytopla1"
"Fipro","Fipro2",8,2018,"c_1",-1.095981119818,"Phytopla1","Phytopla1"
"Fipro","Fipro2",10,2018,"c_1",-1.11827886320204,"Phytopla1","Phytopla1"
"Fipro","Fipro2",12,2018,"c_1",-1.07028728598669,"Phytopla1","Phytopla1"
"Fipro","Fipro2",14,2018,"c_1",-1.09872316148267,"Phytopla1","Phytopla1"
"Fipro","Fipro2",16,2018,"c_1",-1.05983200239173,"Phytopla1","Phytopla1"
"Fipro","Fipro2",18,2018,"c_1",-1.14246830739761,"Phytopla1","Phytopla1"
"Fipro","Fipro2",20,2018,"c_1",-1.09578771608171,"Phytopla1","Phytopla1"
"Pent","Pent1",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent1",4,2018,"c_1",-1.05664921107427,"Phytopla1","Phytopla1"
"Pent","Pent1",6,2018,"c_1",-1.16516963376772,"Phytopla1","Phytopla1"
"Pent","Pent1",8,2018,"c_1",-1.18247955595759,"Phytopla1","Phytopla1"
"Pent","Pent1",10,2018,"c_1",-1.14774392894894,"Phytopla1","Phytopla1"
"Pent","Pent1",12,2018,"c_1",-1.13759263796049,"Phytopla1","Phytopla1"
"Pent","Pent1",14,2018,"c_1",-1.10078191796197,"Phytopla1","Phytopla1"
"Pent","Pent1",16,2018,"c_1",-1.07745278717636,"Phytopla1","Phytopla1"
"Pent","Pent1",18,2018,"c_1",-1.06801036533015,"Phytopla1","Phytopla1"
"Pent","Pent1",20,2018,"c_1",-1.0904393536769,"Phytopla1","Phytopla1"
"Pent","Pent2",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent2",4,2018,"c_1",-1.08857951667634,"Phytopla1","Phytopla1"
"Pent","Pent2",6,2018,"c_1",-1.11806269236125,"Phytopla1","Phytopla1"
"Pent","Pent2",8,2018,"c_1",-1.09465053841689,"Phytopla1","Phytopla1"
"Pent","Pent2",10,2018,"c_1",-1.13382757513855,"Phytopla1","Phytopla1"
"Pent","Pent2",12,2018,"c_1",-1.1435950702642,"Phytopla1","Phytopla1"
"Pent","Pent2",14,2018,"c_1",-1.10869138792958,"Phytopla1","Phytopla1"
"Pent","Pent2",16,2018,"c_1",-1.02961996982299,"Phytopla1","Phytopla1"
"Pent","Pent2",18,2018,"c_1",-1.0770154748073,"Phytopla1","Phytopla1"
"Pent","Pent2",20,2018,"c_1",-1.06713276936729,"Phytopla1","Phytopla1"
"Joint","Joint1",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint1",4,2018,"c_1",-1.06917170785253,"Phytopla1","Phytopla1"
"Joint","Joint1",6,2018,"c_1",-1.05110062165943,"Phytopla1","Phytopla1"
"Joint","Joint1",8,2018,"c_1",-1.13425227726726,"Phytopla1","Phytopla1"
"Joint","Joint1",10,2018,"c_1",-1.01385883250163,"Phytopla1","Phytopla1"
"Joint","Joint1",12,2018,"c_1",-1.0163377157267,"Phytopla1","Phytopla1"
"Joint","Joint1",14,2018,"c_1",-0.995945579799449,"Phytopla1","Phytopla1"
"Joint","Joint1",16,2018,"c_1",-1.10802603022503,"Phytopla1","Phytopla1"
"Joint","Joint1",18,2018,"c_1",-1.0993508664053,"Phytopla1","Phytopla1"
"Joint","Joint1",20,2018,"c_1",-1.02199654104921,"Phytopla1","Phytopla1"
"Joint","Joint2",2,2018,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint2",4,2018,"c_1",-1.08772767771731,"Phytopla1","Phytopla1"
"Joint","Joint2",6,2018,"c_1",-1.13206190873773,"Phytopla1","Phytopla1"
"Joint","Joint2",8,2018,"c_1",-1.1608642616202,"Phytopla1","Phytopla1"
"Joint","Joint2",10,2018,"c_1",-1.11720440928963,"Phytopla1","Phytopla1"
"Joint","Joint2",12,2018,"c_1",-1.08822431205693,"Phytopla1","Phytopla1"
"Joint","Joint2",14,2018,"c_1",-1.08386157869526,"Phytopla1","Phytopla1"
"Joint","Joint2",16,2018,"c_1",-1.09237119600984,"Phytopla1","Phytopla1"
"Joint","Joint2",18,2018,"c_1",-1.09977351164716,"Phytopla1","Phytopla1"
"Joint","Joint2",20,2018,"c_1",-1.03178376382598,"Phytopla1","Phytopla1"
"Cont","Cont1",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont1",4,2019,"c_1",-1.06442654234241,"Phytopla1","Phytopla1"
"Cont","Cont1",6,2019,"c_1",-1.14672109642437,"Phytopla1","Phytopla1"
"Cont","Cont1",8,2019,"c_1",-1.08828171201323,"Phytopla1","Phytopla1"
"Cont","Cont1",10,2019,"c_1",-1.13552050893052,"Phytopla1","Phytopla1"
"Cont","Cont1",12,2019,"c_1",-1.06277721630237,"Phytopla1","Phytopla1"
"Cont","Cont1",14,2019,"c_1",-1.09659463681482,"Phytopla1","Phytopla1"
"Cont","Cont1",16,2019,"c_1",-1.18537556336357,"Phytopla1","Phytopla1"
"Cont","Cont1",18,2019,"c_1",-1.10148834256944,"Phytopla1","Phytopla1"
"Cont","Cont1",20,2019,"c_1",-1.0509069982784,"Phytopla1","Phytopla1"
"Cont","Cont2",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Cont","Cont2",4,2019,"c_1",-1.12481382999254,"Phytopla1","Phytopla1"
"Cont","Cont2",6,2019,"c_1",-1.08783942699617,"Phytopla1","Phytopla1"
"Cont","Cont2",8,2019,"c_1",-0.996821263942375,"Phytopla1","Phytopla1"
"Cont","Cont2",10,2019,"c_1",-1.01410043824329,"Phytopla1","Phytopla1"
"Cont","Cont2",12,2019,"c_1",-1.12662889979537,"Phytopla1","Phytopla1"
"Cont","Cont2",14,2019,"c_1",-1.11530654592292,"Phytopla1","Phytopla1"
"Cont","Cont2",16,2019,"c_1",-1.12532592888354,"Phytopla1","Phytopla1"
"Cont","Cont2",18,2019,"c_1",-1.03866906865173,"Phytopla1","Phytopla1"
"Cont","Cont2",20,2019,"c_1",-1.03522915450095,"Phytopla1","Phytopla1"
"Fipro","Fipro1",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro1",4,2019,"c_1",-1.1115961980558,"Phytopla1","Phytopla1"
"Fipro","Fipro1",6,2019,"c_1",-1.03596376709184,"Phytopla1","Phytopla1"
"Fipro","Fipro1",8,2019,"c_1",-0.988123014652223,"Phytopla1","Phytopla1"
"Fipro","Fipro1",10,2019,"c_1",-1.02793575856514,"Phytopla1","Phytopla1"
"Fipro","Fipro1",12,2019,"c_1",-0.878170259631532,"Phytopla1","Phytopla1"
"Fipro","Fipro1",14,2019,"c_1",-1.13198787028718,"Phytopla1","Phytopla1"
"Fipro","Fipro1",16,2019,"c_1",-1.14332701186055,"Phytopla1","Phytopla1"
"Fipro","Fipro1",18,2019,"c_1",-1.06779404629839,"Phytopla1","Phytopla1"
"Fipro","Fipro1",20,2019,"c_1",-1.07915635904309,"Phytopla1","Phytopla1"
"Fipro","Fipro2",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Fipro","Fipro2",4,2019,"c_1",-1.18268216652142,"Phytopla1","Phytopla1"
"Fipro","Fipro2",6,2019,"c_1",-1.07119668237727,"Phytopla1","Phytopla1"
"Fipro","Fipro2",8,2019,"c_1",-0.903637014632159,"Phytopla1","Phytopla1"
"Fipro","Fipro2",10,2019,"c_1",-1.06930365810334,"Phytopla1","Phytopla1"
"Fipro","Fipro2",12,2019,"c_1",-1.0326403101971,"Phytopla1","Phytopla1"
"Fipro","Fipro2",14,2019,"c_1",-1.09631195971652,"Phytopla1","Phytopla1"
"Fipro","Fipro2",16,2019,"c_1",-1.1168966464196,"Phytopla1","Phytopla1"
"Fipro","Fipro2",18,2019,"c_1",-1.0152104223456,"Phytopla1","Phytopla1"
"Fipro","Fipro2",20,2019,"c_1",-1.07921279126554,"Phytopla1","Phytopla1"
"Pent","Pent1",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent1",4,2019,"c_1",-0.988684897200815,"Phytopla1","Phytopla1"
"Pent","Pent1",6,2019,"c_1",-0.989162394044964,"Phytopla1","Phytopla1"
"Pent","Pent1",8,2019,"c_1",-0.979469361937137,"Phytopla1","Phytopla1"
"Pent","Pent1",10,2019,"c_1",-0.99591862873024,"Phytopla1","Phytopla1"
"Pent","Pent1",12,2019,"c_1",-1.08741365374866,"Phytopla1","Phytopla1"
"Pent","Pent1",14,2019,"c_1",-1.05319016002897,"Phytopla1","Phytopla1"
"Pent","Pent1",16,2019,"c_1",-1.11359127520173,"Phytopla1","Phytopla1"
"Pent","Pent1",18,2019,"c_1",-1.18658305131111,"Phytopla1","Phytopla1"
"Pent","Pent1",20,2019,"c_1",-1.01242581204533,"Phytopla1","Phytopla1"
"Pent","Pent2",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Pent","Pent2",4,2019,"c_1",-1.05552598903351,"Phytopla1","Phytopla1"
"Pent","Pent2",6,2019,"c_1",-0.997585511597964,"Phytopla1","Phytopla1"
"Pent","Pent2",8,2019,"c_1",-1.06723162206119,"Phytopla1","Phytopla1"
"Pent","Pent2",10,2019,"c_1",-1.0006674739501,"Phytopla1","Phytopla1"
"Pent","Pent2",12,2019,"c_1",-1.07471990271808,"Phytopla1","Phytopla1"
"Pent","Pent2",14,2019,"c_1",-1.09722658027807,"Phytopla1","Phytopla1"
"Pent","Pent2",16,2019,"c_1",-1.06600733140615,"Phytopla1","Phytopla1"
"Pent","Pent2",18,2019,"c_1",-1.14850707150409,"Phytopla1","Phytopla1"
"Pent","Pent2",20,2019,"c_1",-1.10204165094444,"Phytopla1","Phytopla1"
"Joint","Joint1",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint1",4,2019,"c_1",-1.141149035746,"Phytopla1","Phytopla1"
"Joint","Joint1",6,2019,"c_1",-1.05301954085005,"Phytopla1","Phytopla1"
"Joint","Joint1",8,2019,"c_1",-1.01144865036782,"Phytopla1","Phytopla1"
"Joint","Joint1",10,2019,"c_1",-1.06795572853814,"Phytopla1","Phytopla1"
"Joint","Joint1",12,2019,"c_1",-1.09311410081348,"Phytopla1","Phytopla1"
"Joint","Joint1",14,2019,"c_1",-1.06619068058867,"Phytopla1","Phytopla1"
"Joint","Joint1",16,2019,"c_1",-1.12039626986031,"Phytopla1","Phytopla1"
"Joint","Joint1",18,2019,"c_1",-1.13737777229043,"Phytopla1","Phytopla1"
"Joint","Joint1",20,2019,"c_1",-1.0366490423049,"Phytopla1","Phytopla1"
"Joint","Joint2",2,2019,"c_1",NA,"Phytopla1","Phytopla1"
"Joint","Joint2",4,2019,"c_1",-1.05302452975633,"Phytopla1","Phytopla1"
"Joint","Joint2",6,2019,"c_1",-1.18205420714076,"Phytopla1","Phytopla1"
"Joint","Joint2",8,2019,"c_1",-0.971256279314285,"Phytopla1","Phytopla1"
"Joint","Joint2",10,2019,"c_1",-1.12700058252599,"Phytopla1","Phytopla1"
"Joint","Joint2",12,2019,"c_1",-1.01860793268341,"Phytopla1","Phytopla1"
"Joint","Joint2",14,2019,"c_1",-1.07040296631337,"Phytopla1","Phytopla1"
"Joint","Joint2",16,2019,"c_1",-1.09242961939761,"Phytopla1","Phytopla1"
"Joint","Joint2",18,2019,"c_1",-1.09143717036766,"Phytopla1","Phytopla1"
"Joint","Joint2",20,2019,"c_1",-1.06544068455178,"Phytopla1","Phytopla1"
"Cont","Cont1",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Cont","Cont1",4,2017,"c_2",-0.0319718392013422,"Phytopla1","Roti1"
"Cont","Cont1",6,2017,"c_2",-0.097108884065952,"Phytopla1","Roti1"
"Cont","Cont1",8,2017,"c_2",0.0207086070451687,"Phytopla1","Roti1"
"Cont","Cont1",10,2017,"c_2",-0.0404135866730055,"Phytopla1","Roti1"
"Cont","Cont1",12,2017,"c_2",-0.0814450504018904,"Phytopla1","Roti1"
"Cont","Cont1",14,2017,"c_2",-0.0785583354316471,"Phytopla1","Roti1"
"Cont","Cont1",16,2017,"c_2",-0.0110641258155294,"Phytopla1","Roti1"
"Cont","Cont1",18,2017,"c_2",0.0128461366517651,"Phytopla1","Roti1"
"Cont","Cont1",20,2017,"c_2",0.00447471500221719,"Phytopla1","Roti1"
"Cont","Cont2",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Cont","Cont2",4,2017,"c_2",-0.0769984316154327,"Phytopla1","Roti1"
"Cont","Cont2",6,2017,"c_2",-0.175931137225736,"Phytopla1","Roti1"
"Cont","Cont2",8,2017,"c_2",-0.00601114749109155,"Phytopla1","Roti1"
"Cont","Cont2",10,2017,"c_2",-0.0828063656258589,"Phytopla1","Roti1"
"Cont","Cont2",12,2017,"c_2",-0.11582689520321,"Phytopla1","Roti1"
"Cont","Cont2",14,2017,"c_2",-0.0595889807862939,"Phytopla1","Roti1"
"Cont","Cont2",16,2017,"c_2",-0.00022754103915731,"Phytopla1","Roti1"
"Cont","Cont2",18,2017,"c_2",-0.018670653902392,"Phytopla1","Roti1"
"Cont","Cont2",20,2017,"c_2",0.0607208981732435,"Phytopla1","Roti1"
"Fipro","Fipro1",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Fipro","Fipro1",4,2017,"c_2",0.117259033468222,"Phytopla1","Roti1"
"Fipro","Fipro1",6,2017,"c_2",-0.127584205331253,"Phytopla1","Roti1"
"Fipro","Fipro1",8,2017,"c_2",0.0655923011101442,"Phytopla1","Roti1"
"Fipro","Fipro1",10,2017,"c_2",-0.057628741886136,"Phytopla1","Roti1"
"Fipro","Fipro1",12,2017,"c_2",-0.12975126419716,"Phytopla1","Roti1"
"Fipro","Fipro1",14,2017,"c_2",-0.129561213862934,"Phytopla1","Roti1"
"Fipro","Fipro1",16,2017,"c_2",-0.109620852791613,"Phytopla1","Roti1"
"Fipro","Fipro1",18,2017,"c_2",0.00815255922195787,"Phytopla1","Roti1"
"Fipro","Fipro1",20,2017,"c_2",0.160285629699745,"Phytopla1","Roti1"
"Fipro","Fipro2",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Fipro","Fipro2",4,2017,"c_2",0.097335366829555,"Phytopla1","Roti1"
"Fipro","Fipro2",6,2017,"c_2",-0.00505127521320732,"Phytopla1","Roti1"
"Fipro","Fipro2",8,2017,"c_2",0.0752719814118382,"Phytopla1","Roti1"
"Fipro","Fipro2",10,2017,"c_2",0.00847355246336661,"Phytopla1","Roti1"
"Fipro","Fipro2",12,2017,"c_2",-0.119674602327726,"Phytopla1","Roti1"
"Fipro","Fipro2",14,2017,"c_2",-0.0630632661296462,"Phytopla1","Roti1"
"Fipro","Fipro2",16,2017,"c_2",-0.0908814757946401,"Phytopla1","Roti1"
"Fipro","Fipro2",18,2017,"c_2",0.0298847478675434,"Phytopla1","Roti1"
"Fipro","Fipro2",20,2017,"c_2",0.148038027377215,"Phytopla1","Roti1"
"Pent","Pent1",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Pent","Pent1",4,2017,"c_2",-0.00729936983322969,"Phytopla1","Roti1"
"Pent","Pent1",6,2017,"c_2",-0.0553788482002386,"Phytopla1","Roti1"
"Pent","Pent1",8,2017,"c_2",-0.0889774002845761,"Phytopla1","Roti1"
"Pent","Pent1",10,2017,"c_2",0.00653319313520635,"Phytopla1","Roti1"
"Pent","Pent1",12,2017,"c_2",-0.0389871376735587,"Phytopla1","Roti1"
"Pent","Pent1",14,2017,"c_2",-0.0811858584711231,"Phytopla1","Roti1"
"Pent","Pent1",16,2017,"c_2",-0.0232500021142297,"Phytopla1","Roti1"
"Pent","Pent1",18,2017,"c_2",0.0738426330032359,"Phytopla1","Roti1"
"Pent","Pent1",20,2017,"c_2",0.0715810136479478,"Phytopla1","Roti1"
"Pent","Pent2",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Pent","Pent2",4,2017,"c_2",0.00218708905223597,"Phytopla1","Roti1"
"Pent","Pent2",6,2017,"c_2",-0.0471410554017624,"Phytopla1","Roti1"
"Pent","Pent2",8,2017,"c_2",0.0429085945052697,"Phytopla1","Roti1"
"Pent","Pent2",10,2017,"c_2",0.0421753305093774,"Phytopla1","Roti1"
"Pent","Pent2",12,2017,"c_2",-0.0377375446003209,"Phytopla1","Roti1"
"Pent","Pent2",14,2017,"c_2",0.0304023865786293,"Phytopla1","Roti1"
"Pent","Pent2",16,2017,"c_2",0.115554685385824,"Phytopla1","Roti1"
"Pent","Pent2",18,2017,"c_2",0.126597487638625,"Phytopla1","Roti1"
"Pent","Pent2",20,2017,"c_2",0.124916995054189,"Phytopla1","Roti1"
"Joint","Joint1",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Joint","Joint1",4,2017,"c_2",-0.0203753693163232,"Phytopla1","Roti1"
"Joint","Joint1",6,2017,"c_2",-0.0637557162829793,"Phytopla1","Roti1"
"Joint","Joint1",8,2017,"c_2",0.111633309327898,"Phytopla1","Roti1"
"Joint","Joint1",10,2017,"c_2",0.0652854417908125,"Phytopla1","Roti1"
"Joint","Joint1",12,2017,"c_2",-0.00536079654881295,"Phytopla1","Roti1"
"Joint","Joint1",14,2017,"c_2",-0.035101234133004,"Phytopla1","Roti1"
"Joint","Joint1",16,2017,"c_2",-0.133478662543287,"Phytopla1","Roti1"
"Joint","Joint1",18,2017,"c_2",-0.153259803379065,"Phytopla1","Roti1"
"Joint","Joint1",20,2017,"c_2",-0.101352021884595,"Phytopla1","Roti1"
"Joint","Joint2",2,2017,"c_2",NA,"Phytopla1","Roti1"
"Joint","Joint2",4,2017,"c_2",-0.0243505181478209,"Phytopla1","Roti1"
"Joint","Joint2",6,2017,"c_2",-0.126809202803751,"Phytopla1","Roti1"
