"Treatment","Tank","Week","Year","r_d","smap_coef","Recipient","Donor"
"Pent","Pent2",16,2019,"c_4",-0.0232935372515447,"Herb1","Det1"
"Pent","Pent2",18,2019,"c_4",-0.0234263601998732,"Herb1","Det1"
"Pent","Pent2",20,2019,"c_4",-0.0241281458586927,"Herb1","Det1"
"Joint","Joint1",2,2019,"c_4",NA,"Herb1","Det1"
"Joint","Joint1",4,2019,"c_4",NA,"Herb1","Det1"
"Joint","Joint1",6,2019,"c_4",-0.0360101491469795,"Herb1","Det1"
"Joint","Joint1",8,2019,"c_4",-0.0374897486558379,"Herb1","Det1"
"Joint","Joint1",10,2019,"c_4",-0.0268933829737279,"Herb1","Det1"
"Joint","Joint1",12,2019,"c_4",-0.0294044608868316,"Herb1","Det1"
"Joint","Joint1",14,2019,"c_4",-0.0190256108691898,"Herb1","Det1"
"Joint","Joint1",16,2019,"c_4",-0.0207672777631543,"Herb1","Det1"
"Joint","Joint1",18,2019,"c_4",-0.0216081113670674,"Herb1","Det1"
"Joint","Joint1",20,2019,"c_4",-0.0241281458586927,"Herb1","Det1"
"Joint","Joint2",2,2019,"c_4",NA,"Herb1","Det1"
"Joint","Joint2",4,2019,"c_4",NA,"Herb1","Det1"
"Joint","Joint2",6,2019,"c_4",-0.0264531536677032,"Herb1","Det1"
"Joint","Joint2",8,2019,"c_4",-0.0319274678077895,"Herb1","Det1"
"Joint","Joint2",10,2019,"c_4",-0.0272106605723881,"Herb1","Det1"
"Joint","Joint2",12,2019,"c_4",-0.023085114240565,"Herb1","Det1"
"Joint","Joint2",14,2019,"c_4",-0.0257553512880496,"Herb1","Det1"
"Joint","Joint2",16,2019,"c_4",-0.0287661897209216,"Herb1","Det1"
"Joint","Joint2",18,2019,"c_4",-0.0282818723421775,"Herb1","Det1"
"Joint","Joint2",20,2019,"c_4",-0.0241281458586927,"Herb1","Det1"
"Cont","Cont1",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",6,2017,"c_5",0.0189106819257842,"Herb1","Herb1_1"
"Cont","Cont1",8,2017,"c_5",0.0136209593268994,"Herb1","Herb1_1"
"Cont","Cont1",10,2017,"c_5",0.0176722323137183,"Herb1","Herb1_1"
"Cont","Cont1",12,2017,"c_5",0.0154484229267611,"Herb1","Herb1_1"
"Cont","Cont1",14,2017,"c_5",0.0167585445276866,"Herb1","Herb1_1"
"Cont","Cont1",16,2017,"c_5",0.0184668295207298,"Herb1","Herb1_1"
"Cont","Cont1",18,2017,"c_5",0.0151329359025381,"Herb1","Herb1_1"
"Cont","Cont1",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont2",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",6,2017,"c_5",0.00788028146388982,"Herb1","Herb1_1"
"Cont","Cont2",8,2017,"c_5",0.026909397058745,"Herb1","Herb1_1"
"Cont","Cont2",10,2017,"c_5",0.017592378140307,"Herb1","Herb1_1"
"Cont","Cont2",12,2017,"c_5",0.0216308934391678,"Herb1","Herb1_1"
"Cont","Cont2",14,2017,"c_5",0.0167974523419863,"Herb1","Herb1_1"
"Cont","Cont2",16,2017,"c_5",0.0153699908975053,"Herb1","Herb1_1"
"Cont","Cont2",18,2017,"c_5",0.0158390257242829,"Herb1","Herb1_1"
"Cont","Cont2",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro1",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",6,2017,"c_5",0.01474379161716,"Herb1","Herb1_1"
"Fipro","Fipro1",8,2017,"c_5",0.0172342266784716,"Herb1","Herb1_1"
"Fipro","Fipro1",10,2017,"c_5",0.0116647983559796,"Herb1","Herb1_1"
"Fipro","Fipro1",12,2017,"c_5",0.017578766271069,"Herb1","Herb1_1"
"Fipro","Fipro1",14,2017,"c_5",0.0193962394788685,"Herb1","Herb1_1"
"Fipro","Fipro1",16,2017,"c_5",0.0224820266480729,"Herb1","Herb1_1"
"Fipro","Fipro1",18,2017,"c_5",0.0176089901038083,"Herb1","Herb1_1"
"Fipro","Fipro1",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro2",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",6,2017,"c_5",0.0133070239487485,"Herb1","Herb1_1"
"Fipro","Fipro2",8,2017,"c_5",0.0174356726521231,"Herb1","Herb1_1"
"Fipro","Fipro2",10,2017,"c_5",0.0129593265227114,"Herb1","Herb1_1"
"Fipro","Fipro2",12,2017,"c_5",0.0136374323805449,"Herb1","Herb1_1"
"Fipro","Fipro2",14,2017,"c_5",0.0210145420806039,"Herb1","Herb1_1"
"Fipro","Fipro2",16,2017,"c_5",0.0243687416804803,"Herb1","Herb1_1"
"Fipro","Fipro2",18,2017,"c_5",0.0207385347742322,"Herb1","Herb1_1"
"Fipro","Fipro2",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent1",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",6,2017,"c_5",0.0202619079118324,"Herb1","Herb1_1"
"Pent","Pent1",8,2017,"c_5",0.0175558868993702,"Herb1","Herb1_1"
"Pent","Pent1",10,2017,"c_5",0.0169244291648274,"Herb1","Herb1_1"
"Pent","Pent1",12,2017,"c_5",0.0200723535387771,"Herb1","Herb1_1"
"Pent","Pent1",14,2017,"c_5",0.0174349797861973,"Herb1","Herb1_1"
"Pent","Pent1",16,2017,"c_5",0.0161414469972053,"Herb1","Herb1_1"
"Pent","Pent1",18,2017,"c_5",0.0166994501243695,"Herb1","Herb1_1"
"Pent","Pent1",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent2",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",6,2017,"c_5",0.0223107277260392,"Herb1","Herb1_1"
"Pent","Pent2",8,2017,"c_5",0.0145293566226976,"Herb1","Herb1_1"
"Pent","Pent2",10,2017,"c_5",0.0153993999188553,"Herb1","Herb1_1"
"Pent","Pent2",12,2017,"c_5",0.0185070275122566,"Herb1","Herb1_1"
"Pent","Pent2",14,2017,"c_5",0.0167656239442533,"Herb1","Herb1_1"
"Pent","Pent2",16,2017,"c_5",0.017013989022203,"Herb1","Herb1_1"
"Pent","Pent2",18,2017,"c_5",0.0167878559190168,"Herb1","Herb1_1"
"Pent","Pent2",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint1",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",6,2017,"c_5",0.0173809840005421,"Herb1","Herb1_1"
"Joint","Joint1",8,2017,"c_5",0.0174322806959485,"Herb1","Herb1_1"
"Joint","Joint1",10,2017,"c_5",0.0216358606831927,"Herb1","Herb1_1"
"Joint","Joint1",12,2017,"c_5",0.0158190589158918,"Herb1","Herb1_1"
"Joint","Joint1",14,2017,"c_5",0.00980783436515638,"Herb1","Herb1_1"
"Joint","Joint1",16,2017,"c_5",0.0145887053493948,"Herb1","Herb1_1"
"Joint","Joint1",18,2017,"c_5",0.0204381134299132,"Herb1","Herb1_1"
"Joint","Joint1",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint2",2,2017,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",4,2017,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",6,2017,"c_5",0.0168203450082462,"Herb1","Herb1_1"
"Joint","Joint2",8,2017,"c_5",0.0165961779393061,"Herb1","Herb1_1"
"Joint","Joint2",10,2017,"c_5",0.015851630762443,"Herb1","Herb1_1"
"Joint","Joint2",12,2017,"c_5",0.0148456101304607,"Herb1","Herb1_1"
"Joint","Joint2",14,2017,"c_5",0.0186036092262998,"Herb1","Herb1_1"
"Joint","Joint2",16,2017,"c_5",0.0162925724356985,"Herb1","Herb1_1"
"Joint","Joint2",18,2017,"c_5",0.017965152173466,"Herb1","Herb1_1"
"Joint","Joint2",20,2017,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont1",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",6,2018,"c_5",0.0370509337816557,"Herb1","Herb1_1"
"Cont","Cont1",8,2018,"c_5",0.0177278152000338,"Herb1","Herb1_1"
"Cont","Cont1",10,2018,"c_5",0.0144513181829386,"Herb1","Herb1_1"
"Cont","Cont1",12,2018,"c_5",0.0242740512091268,"Herb1","Herb1_1"
"Cont","Cont1",14,2018,"c_5",0.0189285627795061,"Herb1","Herb1_1"
"Cont","Cont1",16,2018,"c_5",0.019278511826292,"Herb1","Herb1_1"
"Cont","Cont1",18,2018,"c_5",0.0228951225233618,"Herb1","Herb1_1"
"Cont","Cont1",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont2",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",6,2018,"c_5",0.0233229592591346,"Herb1","Herb1_1"
"Cont","Cont2",8,2018,"c_5",0.02113769802664,"Herb1","Herb1_1"
"Cont","Cont2",10,2018,"c_5",0.02066723985461,"Herb1","Herb1_1"
"Cont","Cont2",12,2018,"c_5",0.015952765797971,"Herb1","Herb1_1"
"Cont","Cont2",14,2018,"c_5",0.0168429980219874,"Herb1","Herb1_1"
"Cont","Cont2",16,2018,"c_5",0.0142503387233387,"Herb1","Herb1_1"
"Cont","Cont2",18,2018,"c_5",0.0189179226621704,"Herb1","Herb1_1"
"Cont","Cont2",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro1",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",6,2018,"c_5",0.0155925166300593,"Herb1","Herb1_1"
"Fipro","Fipro1",8,2018,"c_5",0.014162559229732,"Herb1","Herb1_1"
"Fipro","Fipro1",10,2018,"c_5",0.0160401142771588,"Herb1","Herb1_1"
"Fipro","Fipro1",12,2018,"c_5",0.0190197182914513,"Herb1","Herb1_1"
"Fipro","Fipro1",14,2018,"c_5",0.0181077965084872,"Herb1","Herb1_1"
"Fipro","Fipro1",16,2018,"c_5",0.0256788920267483,"Herb1","Herb1_1"
"Fipro","Fipro1",18,2018,"c_5",0.0216425259934724,"Herb1","Herb1_1"
"Fipro","Fipro1",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro2",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",6,2018,"c_5",0.00433002181231992,"Herb1","Herb1_1"
"Fipro","Fipro2",8,2018,"c_5",0.0156757645641533,"Herb1","Herb1_1"
"Fipro","Fipro2",10,2018,"c_5",0.0193266863434564,"Herb1","Herb1_1"
"Fipro","Fipro2",12,2018,"c_5",0.0201097155908984,"Herb1","Herb1_1"
"Fipro","Fipro2",14,2018,"c_5",0.0210327572574377,"Herb1","Herb1_1"
"Fipro","Fipro2",16,2018,"c_5",0.0154606608600706,"Herb1","Herb1_1"
"Fipro","Fipro2",18,2018,"c_5",0.0156762112663492,"Herb1","Herb1_1"
"Fipro","Fipro2",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent1",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",6,2018,"c_5",0.0162885685806003,"Herb1","Herb1_1"
"Pent","Pent1",8,2018,"c_5",0.0166124821837604,"Herb1","Herb1_1"
"Pent","Pent1",10,2018,"c_5",0.0178547082077722,"Herb1","Herb1_1"
"Pent","Pent1",12,2018,"c_5",0.0217114694174572,"Herb1","Herb1_1"
"Pent","Pent1",14,2018,"c_5",0.0157991396475249,"Herb1","Herb1_1"
"Pent","Pent1",16,2018,"c_5",0.0199647929855657,"Herb1","Herb1_1"
"Pent","Pent1",18,2018,"c_5",0.0228955678247172,"Herb1","Herb1_1"
"Pent","Pent1",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent2",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",6,2018,"c_5",0.0198879127247027,"Herb1","Herb1_1"
"Pent","Pent2",8,2018,"c_5",0.0133243359815819,"Herb1","Herb1_1"
"Pent","Pent2",10,2018,"c_5",0.013069167634242,"Herb1","Herb1_1"
"Pent","Pent2",12,2018,"c_5",0.0195066862676553,"Herb1","Herb1_1"
"Pent","Pent2",14,2018,"c_5",0.0147175442933781,"Herb1","Herb1_1"
"Pent","Pent2",16,2018,"c_5",0.0156832539441647,"Herb1","Herb1_1"
"Pent","Pent2",18,2018,"c_5",0.0161355015560094,"Herb1","Herb1_1"
"Pent","Pent2",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint1",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",6,2018,"c_5",0.0186130859071479,"Herb1","Herb1_1"
"Joint","Joint1",8,2018,"c_5",0.0217037668067242,"Herb1","Herb1_1"
"Joint","Joint1",10,2018,"c_5",0.0184505845426232,"Herb1","Herb1_1"
"Joint","Joint1",12,2018,"c_5",0.0185992905934035,"Herb1","Herb1_1"
"Joint","Joint1",14,2018,"c_5",0.0187767932924305,"Herb1","Herb1_1"
"Joint","Joint1",16,2018,"c_5",0.0182569282432843,"Herb1","Herb1_1"
"Joint","Joint1",18,2018,"c_5",0.0156024780604409,"Herb1","Herb1_1"
"Joint","Joint1",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint2",2,2018,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",4,2018,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",6,2018,"c_5",0.0175084275716942,"Herb1","Herb1_1"
"Joint","Joint2",8,2018,"c_5",0.0172597283790837,"Herb1","Herb1_1"
"Joint","Joint2",10,2018,"c_5",0.0170758177539185,"Herb1","Herb1_1"
"Joint","Joint2",12,2018,"c_5",0.0171930228458711,"Herb1","Herb1_1"
"Joint","Joint2",14,2018,"c_5",0.019444463089218,"Herb1","Herb1_1"
"Joint","Joint2",16,2018,"c_5",0.0163374468850967,"Herb1","Herb1_1"
"Joint","Joint2",18,2018,"c_5",0.0196298754563492,"Herb1","Herb1_1"
"Joint","Joint2",20,2018,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont1",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont1",6,2019,"c_5",0.0127355909684938,"Herb1","Herb1_1"
"Cont","Cont1",8,2019,"c_5",0.021135548895995,"Herb1","Herb1_1"
"Cont","Cont1",10,2019,"c_5",0.0096076434713159,"Herb1","Herb1_1"
"Cont","Cont1",12,2019,"c_5",0.0166227039623492,"Herb1","Herb1_1"
"Cont","Cont1",14,2019,"c_5",0.0232018357818712,"Herb1","Herb1_1"
"Cont","Cont1",16,2019,"c_5",0.0211870861024389,"Herb1","Herb1_1"
"Cont","Cont1",18,2019,"c_5",0.0130946031032375,"Herb1","Herb1_1"
"Cont","Cont1",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont2",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Cont","Cont2",6,2019,"c_5",0.00997305232901505,"Herb1","Herb1_1"
"Cont","Cont2",8,2019,"c_5",0.0169114614265569,"Herb1","Herb1_1"
"Cont","Cont2",10,2019,"c_5",0.0110470671727706,"Herb1","Herb1_1"
"Cont","Cont2",12,2019,"c_5",0.0171386021112964,"Herb1","Herb1_1"
"Cont","Cont2",14,2019,"c_5",0.024783524503258,"Herb1","Herb1_1"
"Cont","Cont2",16,2019,"c_5",0.0207398594729004,"Herb1","Herb1_1"
"Cont","Cont2",18,2019,"c_5",0.0145106284968216,"Herb1","Herb1_1"
"Cont","Cont2",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro1",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro1",6,2019,"c_5",0.0173130639281092,"Herb1","Herb1_1"
"Fipro","Fipro1",8,2019,"c_5",0.0286787671159411,"Herb1","Herb1_1"
"Fipro","Fipro1",10,2019,"c_5",0.0172408619205164,"Herb1","Herb1_1"
"Fipro","Fipro1",12,2019,"c_5",0.019819122779601,"Herb1","Herb1_1"
"Fipro","Fipro1",14,2019,"c_5",0.0168612902819147,"Herb1","Herb1_1"
"Fipro","Fipro1",16,2019,"c_5",0.0169805311269307,"Herb1","Herb1_1"
"Fipro","Fipro1",18,2019,"c_5",0.0156929348555563,"Herb1","Herb1_1"
"Fipro","Fipro1",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Fipro","Fipro2",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Fipro","Fipro2",6,2019,"c_5",0.0237736106891732,"Herb1","Herb1_1"
"Fipro","Fipro2",8,2019,"c_5",0.0124419519940614,"Herb1","Herb1_1"
"Fipro","Fipro2",10,2019,"c_5",0.0190881580495334,"Herb1","Herb1_1"
"Fipro","Fipro2",12,2019,"c_5",0.00799601946972206,"Herb1","Herb1_1"
"Fipro","Fipro2",14,2019,"c_5",0.0190325734307454,"Herb1","Herb1_1"
"Fipro","Fipro2",16,2019,"c_5",0.0186400509913539,"Herb1","Herb1_1"
"Fipro","Fipro2",18,2019,"c_5",0.0178444576702725,"Herb1","Herb1_1"
"Fipro","Fipro2",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent1",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent1",6,2019,"c_5",0.0130342332517729,"Herb1","Herb1_1"
"Pent","Pent1",8,2019,"c_5",0.00348248723006974,"Herb1","Herb1_1"
"Pent","Pent1",10,2019,"c_5",0.0177759692825375,"Herb1","Herb1_1"
"Pent","Pent1",12,2019,"c_5",0.0213491227166783,"Herb1","Herb1_1"
"Pent","Pent1",14,2019,"c_5",0.0172878069416407,"Herb1","Herb1_1"
"Pent","Pent1",16,2019,"c_5",0.0202187438489187,"Herb1","Herb1_1"
"Pent","Pent1",18,2019,"c_5",0.0170098494806564,"Herb1","Herb1_1"
"Pent","Pent1",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Pent","Pent2",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Pent","Pent2",6,2019,"c_5",0.0174161372470245,"Herb1","Herb1_1"
"Pent","Pent2",8,2019,"c_5",0.0227903640608258,"Herb1","Herb1_1"
"Pent","Pent2",10,2019,"c_5",0.0177520909256448,"Herb1","Herb1_1"
"Pent","Pent2",12,2019,"c_5",0.00984876848417696,"Herb1","Herb1_1"
"Pent","Pent2",14,2019,"c_5",0.0140279535683947,"Herb1","Herb1_1"
"Pent","Pent2",16,2019,"c_5",0.00673007994517162,"Herb1","Herb1_1"
"Pent","Pent2",18,2019,"c_5",0.0148533920441737,"Herb1","Herb1_1"
"Pent","Pent2",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint1",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint1",6,2019,"c_5",0.0163512768008068,"Herb1","Herb1_1"
"Joint","Joint1",8,2019,"c_5",0.0239476554533922,"Herb1","Herb1_1"
"Joint","Joint1",10,2019,"c_5",0.0193136142729293,"Herb1","Herb1_1"
"Joint","Joint1",12,2019,"c_5",0.0207964508036191,"Herb1","Herb1_1"
"Joint","Joint1",14,2019,"c_5",0.0193950713715285,"Herb1","Herb1_1"
"Joint","Joint1",16,2019,"c_5",0.022373134993749,"Herb1","Herb1_1"
"Joint","Joint1",18,2019,"c_5",0.0169018196640772,"Herb1","Herb1_1"
"Joint","Joint1",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Joint","Joint2",2,2019,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",4,2019,"c_5",NA,"Herb1","Herb1_1"
"Joint","Joint2",6,2019,"c_5",0.0170550531220013,"Herb1","Herb1_1"
"Joint","Joint2",8,2019,"c_5",0.0165314234079006,"Herb1","Herb1_1"
"Joint","Joint2",10,2019,"c_5",0.0207043994752932,"Herb1","Herb1_1"
"Joint","Joint2",12,2019,"c_5",0.0163674875853613,"Herb1","Herb1_1"
"Joint","Joint2",14,2019,"c_5",0.00320567784130766,"Herb1","Herb1_1"
"Joint","Joint2",16,2019,"c_5",0.0217780697315787,"Herb1","Herb1_1"
"Joint","Joint2",18,2019,"c_5",0.00408223723030428,"Herb1","Herb1_1"
"Joint","Joint2",20,2019,"c_5",0.0174057250206108,"Herb1","Herb1_1"
"Cont","Cont1",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Cont","Cont1",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Cont","Cont1",6,2017,"c_6",0.0232523024180003,"Herb1","Herb1_2"
"Cont","Cont1",8,2017,"c_6",0.0293187958087714,"Herb1","Herb1_2"
"Cont","Cont1",10,2017,"c_6",0.0230849431455542,"Herb1","Herb1_2"
"Cont","Cont1",12,2017,"c_6",0.024759105119438,"Herb1","Herb1_2"
"Cont","Cont1",14,2017,"c_6",0.0253732681736157,"Herb1","Herb1_2"
"Cont","Cont1",16,2017,"c_6",0.0231399464931954,"Herb1","Herb1_2"
"Cont","Cont1",18,2017,"c_6",0.0248952524393692,"Herb1","Herb1_2"
"Cont","Cont1",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Cont","Cont2",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Cont","Cont2",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Cont","Cont2",6,2017,"c_6",0.0224522638043585,"Herb1","Herb1_2"
"Cont","Cont2",8,2017,"c_6",0.0159159340828681,"Herb1","Herb1_2"
"Cont","Cont2",10,2017,"c_6",0.0234615051344674,"Herb1","Herb1_2"
"Cont","Cont2",12,2017,"c_6",0.027661683425238,"Herb1","Herb1_2"
"Cont","Cont2",14,2017,"c_6",0.0268692686256282,"Herb1","Herb1_2"
"Cont","Cont2",16,2017,"c_6",0.0236083377111248,"Herb1","Herb1_2"
"Cont","Cont2",18,2017,"c_6",0.0217330979869799,"Herb1","Herb1_2"
"Cont","Cont2",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Fipro","Fipro1",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Fipro","Fipro1",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Fipro","Fipro1",6,2017,"c_6",0.0208877260347344,"Herb1","Herb1_2"
"Fipro","Fipro1",8,2017,"c_6",0.0234647534702768,"Herb1","Herb1_2"
"Fipro","Fipro1",10,2017,"c_6",0.019248894909211,"Herb1","Herb1_2"
"Fipro","Fipro1",12,2017,"c_6",0.0165664770250209,"Herb1","Herb1_2"
"Fipro","Fipro1",14,2017,"c_6",0.0234964458626406,"Herb1","Herb1_2"
"Fipro","Fipro1",16,2017,"c_6",0.0288043337419816,"Herb1","Herb1_2"
"Fipro","Fipro1",18,2017,"c_6",0.0226615082327243,"Herb1","Herb1_2"
"Fipro","Fipro1",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Fipro","Fipro2",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Fipro","Fipro2",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Fipro","Fipro2",6,2017,"c_6",0.0197758224983439,"Herb1","Herb1_2"
"Fipro","Fipro2",8,2017,"c_6",0.0183365424788486,"Herb1","Herb1_2"
"Fipro","Fipro2",10,2017,"c_6",0.0238078541714609,"Herb1","Herb1_2"
"Fipro","Fipro2",12,2017,"c_6",0.0195769961591228,"Herb1","Herb1_2"
"Fipro","Fipro2",14,2017,"c_6",0.0278363230120836,"Herb1","Herb1_2"
"Fipro","Fipro2",16,2017,"c_6",0.0302019054952566,"Herb1","Herb1_2"
"Fipro","Fipro2",18,2017,"c_6",0.0156532337065335,"Herb1","Herb1_2"
"Fipro","Fipro2",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Pent","Pent1",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Pent","Pent1",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Pent","Pent1",6,2017,"c_6",0.0226597441475751,"Herb1","Herb1_2"
"Pent","Pent1",8,2017,"c_6",0.0280745925990504,"Herb1","Herb1_2"
"Pent","Pent1",10,2017,"c_6",0.0245895770542272,"Herb1","Herb1_2"
"Pent","Pent1",12,2017,"c_6",0.024744713673825,"Herb1","Herb1_2"
"Pent","Pent1",14,2017,"c_6",0.025406481289082,"Herb1","Herb1_2"
"Pent","Pent1",16,2017,"c_6",0.0236168582111201,"Herb1","Herb1_2"
"Pent","Pent1",18,2017,"c_6",0.0227081637636326,"Herb1","Herb1_2"
"Pent","Pent1",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Pent","Pent2",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Pent","Pent2",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Pent","Pent2",6,2017,"c_6",0.0274979095907818,"Herb1","Herb1_2"
"Pent","Pent2",8,2017,"c_6",0.0125612264423277,"Herb1","Herb1_2"
"Pent","Pent2",10,2017,"c_6",0.0249324210196459,"Herb1","Herb1_2"
"Pent","Pent2",12,2017,"c_6",0.0223124267616764,"Herb1","Herb1_2"
"Pent","Pent2",14,2017,"c_6",0.0238747498964301,"Herb1","Herb1_2"
"Pent","Pent2",16,2017,"c_6",0.023097998474514,"Herb1","Herb1_2"
"Pent","Pent2",18,2017,"c_6",0.0227905409312877,"Herb1","Herb1_2"
"Pent","Pent2",20,2017,"c_6",0.0236518160645448,"Herb1","Herb1_2"
"Joint","Joint1",2,2017,"c_6",NA,"Herb1","Herb1_2"
"Joint","Joint1",4,2017,"c_6",NA,"Herb1","Herb1_2"
"Joint","Joint1",6,2017,"c_6",0.0235765967669498,"Herb1","Herb1_2"
"Joint","Joint1",8,2017,"c_6",0.0236506027162443,"Herb1","Herb1_2"
"Joint","Joint1",10,2017,"c_6",0.0290318681716934,"Herb1","Herb1_2"
"Joint","Joint1",12,2017,"c_6",0.0223645186798225,"Herb1","Herb1_2"
"Joint","Joint1",14,2017,"c_6",0.0279013996918876,"Herb1","Herb1_2"
"Joint","Joint1",16,2017,"c_6",0.027581837427221,"Herb1","Herb1_2"
"Joint","Joint1",18,2017,"c_6",0.0218069134563172,"Herb1","Herb1_2"
